Proteins,"Genes of polypeptide, complex, or RNA",Common-Name,Locations
CPLX185E-8,G185E-7410 // G185E-7417 // G185E-7419 // G185E-7420 // G185E-7421 // G185E-7422 // G185E-7423 // G185E-7411 // G185E-7412 // G185E-7413 // G185E-7414 // G185E-7415 // G185E-7416 // G185E-7418,NADH:menaquinone oxidoreductase I,
G185E-5164-MONOMER,G185E-5164,unknown protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
CPLX-9300,G185E-7811,4-hydroxy-2-oxohexanoate aldolase,
G185E-6961-MONOMER,G185E-6961,probable soluble pyridine nucleotide transhydrogenase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
CPLX-8392,G185E-7819 // G185E-7818,"3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase",
G185E-5546-MONOMER,G185E-5546,anti-anti-sigma factor,
CPLX-7589,G185E-4681,naphthoate synthase trimer,CCI-PM-BAC-ACT-GP
G185E-4142-MONOMER,G185E-4142,conserved hypothetical protein,
CPLX185E-62,G185E-6626 // G185E-6628 // G185E-6627 // G185E-6629,sulfate ABC transporter,
G185E-7338-MONOMER,G185E-7338,conserved hypothetical protein,
CPLX185E-41,G185E-4532,glucose-6-phosphate dehydrogenase (coenzyme-F420),
G185E-5918-MONOMER,G185E-5918,conserved hypothetical protein,CCI-CYTOSOL-GP
CPLX185E-24,G185E-7260 // G185E-7261,acetolactate synthase,
G185E-7708-MONOMER,G185E-7708,possible transposase (fragment),
CPLX185E-92,G185E-4405,ESX-3 secretion system protein EccA3,
G185E-6291-MONOMER,G185E-6291,conserved hypothetical protein,
CPLX185E-11,G185E-4374 // G185E-4375,nitrite reductase [NAD(P)H],
G185E-8089-MONOMER,G185E-8089,arabinogalactan arabinosyl transferase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
CPLX185E-77,G185E-5784,quinolinic acid phosphoribosyltransferase,
G185E-4766-MONOMER,G185E-4766,conserved hypothetical protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
CPLX-9243,G185E-5506,starch synthase (maltosyl-transferring),
G185E-5147-MONOMER,G185E-5147,heat shock protein 22.5,
CPLX-8370,G185E-7847,"4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase",
G185E-6945-MONOMER,G185E-6945,probable deoxyuridine 5'-triphosphate nucleotidohydrolase,
CPLX-5781,G185E-6476,,
G185E-5529-MONOMER,G185E-5529,iron import ATP-binding/permease protein IrtB,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4125-MONOMER,G185E-4125,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-7321-MONOMER,G185E-7321,probable transcriptional regulatory protein (probably GntR-family),CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5901-MONOMER,G185E-5901,possible segregation and condensation protein,CCI-CYTOSOL-GP
G185E-7692-MONOMER,G185E-7692,conserved hypothetical protein,
G185E-6275-MONOMER,G185E-6275,precorrin-6X reductase,CCI-CYTOSOL-GP
G185E-8073-MONOMER,G185E-8073,probable oxidoreductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6655-MONOMER,G185E-6655,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4750-MONOMER,G185E-4750,unknown protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5131-MONOMER,G185E-5131,probable acyl-CoA dehydrogenase,CCI-CYTOSOL-GP
G185E-6929-MONOMER,G185E-6929,conserved hypothetical alanine rich protein,CCI-CYTOSOL-GP
G185E-5512-MONOMER,G185E-5512,probable hydrolase,CCI-PM-BAC-ACT-GP
G185E-7305-MONOMER,G185E-7305,probable FEIII-dicitrate-binding periplasmic lipoprotein,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5885-MONOMER,G185E-5885,,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-CYTOSOL-GP // CCO-MEMBRANE
G185E-7676-MONOMER,G185E-7676,possible S-adenosylmethionine-dependent methyltransferase,CCI-CYTOSOL-GP
G185E-6259-MONOMER,G185E-6259,30S ribosomal protein S18,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-8054-MONOMER,G185E-8054,19 kDa lipoprotein antigen precursor,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-6639-MONOMER,G185E-6639,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4733-MONOMER,G185E-4733,possible toxin VapC27. Contains PIN domain.,CCI-EXTRACELLULAR-GP
G185E-5115-MONOMER,G185E-5115,possible antitoxin,
G185E-6913-MONOMER,G185E-6913,hypothetical arginine rich protein,
G185E-5496-MONOMER,G185E-5496,possible adenylate cyclase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7286-MONOMER,G185E-7286,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-5868-MONOMER,G185E-5868,probable integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7660-MONOMER,G185E-7660,possible toxin VapC46. Contains PIN domain.,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6242-MONOMER,G185E-6242,probable sugar-transport integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-8037-MONOMER,G185E-8037,conserved protein,
G185E-6623-MONOMER,G185E-6623,acid and phagosome regulated protein A,
G185E-4717-MONOMER,G185E-4717,probable conserved lipoprotein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5098-MONOMER,G185E-5098,probable monooxygenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6897-MONOMER,G185E-6897,probable transposase for insertion sequence element IS6110,
G185E-5476-MONOMER,G185E-5476,,CCI-PM-BAC-ACT-GP
G185E-7268-MONOMER,G185E-7268,probable 6-phosphofructokinase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5852-MONOMER,G185E-5852,Pks8,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7644-MONOMER,G185E-7644,possible oxidoreductase,
G185E-6225-MONOMER,G185E-6225,hypothetical protein,
G185E-8021-MONOMER,G185E-8021,possible ATP-dependent DNA ligase,CCI-CYTOSOL-GP
G185E-6606-MONOMER,G185E-6606,non-ribosomal peptide synthase MbtE,CCI-CYTOSOL-GP
G185E-4701-MONOMER,G185E-4701,probable methyltransferase/methylase,CCI-CYTOSOL-GP
G185E-5081-MONOMER,G185E-5081,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6877-MONOMER,G185E-6877,non-heme di-iron catalase subunit,CCI-CYTOSOL-GP
G185E-5459-MONOMER,G185E-5459,Putative HTH-type transcriptional regulator Rv1287,CCI-CYTOSOL-GP
G185E-7252-MONOMER,G185E-7252,probable 3-isopropylmalate dehydrogenase,CCI-CYTOSOL-GP
G185E-5836-MONOMER,G185E-5836,PE family protein PE17,
G185E-4432-MONOMER,G185E-4432,possible conserved exported protein,CCI-CW-BAC-ACT-GP // CCI-PERI-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7628-MONOMER,G185E-7628,possible oxidoreductase,
G185E-6208-MONOMER,G185E-6208,trehalose-6-phosphate phosphatase OtsB1,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-8003-MONOMER,G185E-8003,nucleoid-associated protein Rv3716c,CCI-BAC-NUCLEOID-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6590-MONOMER,G185E-6590,probable GTP-binding protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4684-MONOMER,G185E-4684,probable fatty-acid-CoA ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5064-MONOMER,G185E-5064,Toxin Rv0910,
G185E-6861-MONOMER,G185E-6861,probable transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5443-MONOMER,G185E-5443,conserved hypothetical secreted protein,
G185E-7234-MONOMER,G185E-7234,probable resolvase,
G185E-5820-MONOMER,G185E-5820,probable dephospho-CoA kinase,CCI-CYTOSOL-GP
G185E-4416-MONOMER,G185E-4416,conserved protein,
G185E-7612-MONOMER,G185E-7612,probable tryptophanyl-tRNA synthetase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6192-MONOMER,G185E-6192,toxin,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7987-MONOMER,G185E-7987,histidine methyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6574-MONOMER,G185E-6574,hypothetical protein,
G185E-4668-MONOMER,G185E-4668,probable 5'-methylthioadenosine phosphorylase,CCI-CYTOSOL-GP
G185E-5048-MONOMER,G185E-5048,possible transcriptional regulatory protein (possibly LuxR-family),CCI-CYTOSOL-GP
G185E-6845-MONOMER,G185E-6845,possible toxin VapC41. Contains PIN domain.,CCI-EXTRACELLULAR-GP
G185E-5426-MONOMER,G185E-5426,probable transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-7218-MONOMER,G185E-7218,probable formyltetrahydrofolate deformylase,CCI-CYTOSOL-GP
G185E-5803-MONOMER,G185E-5803,probable membrane protein,CCO-MEMBRANE
G185E-4399-MONOMER,G185E-4399,possible toxin VapC25. Contains PIN domain.,
G185E-7595-MONOMER,G185E-7595,possible toxin VapC44. Contains PIN domain.,CCI-EXTRACELLULAR-GP
G185E-6176-MONOMER,G185E-6176,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7971-MONOMER,G185E-7971,conserved hypothetical protein,CCO-MEMBRANE
G185E-6557-MONOMER,G185E-6557,probable [NAD] dependent malate oxidoreductase,CCI-CYTOSOL-GP
G185E-4652-MONOMER,G185E-4652,possible methyltransferase/methylase (fragment),CCI-CYTOSOL-GP
G185E-5032-MONOMER,G185E-5032,PPE family protein PPE13,CCI-PM-BAC-ACT-GP
G185E-6829-MONOMER,G185E-6829,probable protein-export membrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-5410-MONOMER,G185E-5410,possible magnesium and cobalt transport transmembrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7202-MONOMER,G185E-7202,P-hydroxybenzoyl-AMP ligase,CCI-PM-BAC-ACT-GP
G185E-5787-MONOMER,G185E-5787,probable histidinol dehydrogenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4383-MONOMER,G185E-4383,NarK family protein,CCI-PM-BAC-ACT-GP
G185E-7579-MONOMER,G185E-7579,possible N-acyl-L-amino acid amidohydrolase,
G185E-6160-MONOMER,G185E-6160,possible toxin VapC35. Contains PIN domain.,
G185E-7954-MONOMER,G185E-7954,membrane-associated serine protease,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6541-MONOMER,G185E-6541,probable sugar-transport integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-4636-MONOMER,G185E-4636,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7951-MONOMER,G185E-7951,possible protease,
G185E-6538-MONOMER,G185E-6538,conserved protein,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4633-MONOMER,G185E-4633,possible UDP-glucose 4-epimerase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-5013-MONOMER,G185E-5013,possible acyl-CoA thiolase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6810-MONOMER,G185E-6810,conserved hypothetical protein,
G185E-5390-MONOMER,G185E-5390,probable methyltransferase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7183-MONOMER,G185E-7183,fatty-acid-AMP ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5768-MONOMER,G185E-5768,probable PhiRv1 phage protein,
G185E-4363-MONOMER,G185E-4363,probable 3-oxoacyl-[acyl-carrier protein] reductase,CCI-CYTOSOL-GP
G185E-7560-MONOMER,G185E-7560,alternative RNA polymerase sigma factor,CCI-CYTOSOL-GP
G185E-6141-MONOMER,G185E-6141,conserved protein,CCI-PERI-ACT-GP
G185E-7933-MONOMER,G185E-7933,PE-PGRS family-related protein PE_PGRS60,
G185E-6521-MONOMER,G185E-6521,probable antibiotic-resistance protein,CCI-CYTOSOL-GP
G185E-4617-MONOMER,G185E-4617,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-4997-MONOMER,G185E-4997,probable dehydrogenase,CCI-CYTOSOL-GP
G185E-6792-MONOMER,G185E-6792,probable shikimate 5-dehydrogenase,CCI-CYTOSOL-GP
G185E-5374-MONOMER,G185E-5374,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-7166-MONOMER,G185E-7166,probable transmembrane serine/threonine-protein kinase I,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5752-MONOMER,G185E-5752,probable maltooligosyltrehalose synthase,CCI-CYTOSOL-GP
G185E-4347-MONOMER,G185E-4347,probable conserved membrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7544-MONOMER,G185E-7544,probable metal cation-transporting P-type ATPase C,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6125-MONOMER,G185E-6125,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-7915-MONOMER,G185E-7915,possible transposase,
G185E-6505-MONOMER,G185E-6505,probable conserved integral membrane transport protein,CCI-PM-BAC-ACT-GP
G185E-4600-MONOMER,G185E-4600,probable transcriptional regulatory protein (possibly TetR-family),CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4977-MONOMER,G185E-4977,metal sensor transcriptional regulator,
G185E-6776-MONOMER,G185E-6776,3-dehydroquinate dehydratase,CCI-CYTOSOL-GP
G185E-5357-MONOMER,G185E-5357,proline dehydrogenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7150-MONOMER,G185E-7150,conserved hypothetical protein,
G185E-5736-MONOMER,G185E-5736,PPE family protein PPE21,CCI-PM-BAC-ACT-GP
G185E-4331-MONOMER,G185E-4331,probable iron-regulated phosphoenolpyruvate carboxykinase [GTP],CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7528-MONOMER,G185E-7528,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6109-MONOMER,G185E-6109,possible oxidoreductase,CCI-CYTOSOL-GP
G185E-7899-MONOMER,G185E-7899,putative ESAT-6 like protein,CCI-EXTRACELLULAR-GP
G185E-6489-MONOMER,G185E-6489,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4584-MONOMER,G185E-4584,probable peptidase,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4960-MONOMER,G185E-4960,conserved protein,CCI-CYTOSOL-GP
G185E-6760-MONOMER,G185E-6760,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5340-MONOMER,G185E-5340,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-7134-MONOMER,G185E-7134,ribosome recycling factor,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5720-MONOMER,G185E-5720,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4315-MONOMER,G185E-4315,possible two component transcriptional regulatory protein (probably LuxR-family),CCI-CYTOSOL-GP
G185E-7512-MONOMER,G185E-7512,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6093-MONOMER,G185E-6093,Putative S-adenosyl-L-methionine-dependent methyltransferase Rv1896c,CCI-CYTOSOL-GP
G185E-7883-MONOMER,G185E-7883,probable conserved transmembrane protein rich in alanine and arginine and proline,CCI-PM-BAC-ACT-GP
G185E-6473-MONOMER,G185E-6473,conserved hypothetical protein,
G185E-4568-MONOMER,G185E-4568,conserved protein,CCI-CYTOSOL-GP
G185E-4944-MONOMER,G185E-4944,putative transposase for insertion sequence element IS6110 (fragment),CCI-PM-BAC-ACT-GP
G185E-6742-MONOMER,G185E-6742,putative tetracycline repressor family transcription regulator Fad35R subunit,CCI-CYTOSOL-GP
G185E-5323-MONOMER,G185E-5323,conserved protein,
G185E-7118-MONOMER,G185E-7118,toxin RelG,
G185E-5704-MONOMER,G185E-5704,probable sugar transferase,CCI-CYTOSOL-GP
G185E-4299-MONOMER,G185E-4299,"Putative quercetin 2,3-dioxygenase Rv0181c",CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7496-MONOMER,G185E-7496,possible iron-regulated short-chain dehydrogenase/reductase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6076-MONOMER,G185E-6076,possible conserved lipoprotein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7866-MONOMER,G185E-7866,beta-carbonic anhydrase,CCI-CYTOSOL-GP
G185E-6456-MONOMER,G185E-6456,pyruvate dehydrogenase E1 component subunit,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4552-MONOMER,G185E-4552,probable exodeoxyribonuclease III protein,CCI-CYTOSOL-GP
G185E-4928-MONOMER,G185E-4928,phosphoribosylaminoimidazole-succinocarboxamide synthase,CCI-CYTOSOL-GP
G185E-6726-MONOMER,G185E-6726,PE-PGRS family protein PE_PGRS43,CCI-EXTRACELLULAR-GP
G185E-5306-MONOMER,G185E-5306,conserved hypothetical membrane protein,CCI-PM-BAC-ACT-GP
G185E-7102-MONOMER,G185E-7102,GCN5-related N-acetyltransferase,CCI-CYTOSOL-GP
G185E-5688-MONOMER,G185E-5688,hypothetical protein,CCI-CYTOSOL-GP
G185E-4283-MONOMER,G185E-4283,probable transcriptional regulatory protein,
G185E-7479-MONOMER,G185E-7479,Conserved protein TB9.4,
G185E-6060-MONOMER,G185E-6060,probable short-chain type dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7850-MONOMER,G185E-7850,unknown protein,
G185E-6439-MONOMER,G185E-6439,conserved hypothetical protein,
G185E-4536-MONOMER,G185E-4536,probable glutamine-binding lipoprotein,CCI-PERI-ACT-GP // CCI-OUTER-MEM-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4912-MONOMER,G185E-4912,cytochrome P450 51,CCI-CYTOSOL-GP
G185E-6709-MONOMER,G185E-6709,conserved hypothetical protein,
G185E-5290-MONOMER,G185E-5290,probable epoxide hydrolase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7086-MONOMER,G185E-7086,probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-5672-MONOMER,G185E-5672,possible exported conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4267-MONOMER,G185E-4267,conserved hypothetical protein,
G185E-7463-MONOMER,G185E-7463,conserved hypothetical protein,
G185E-6044-MONOMER,G185E-6044,urease beta subunit,CCI-CYTOSOL-GP
G185E-7834-MONOMER,G185E-7834,transcriptional regulatory protein (probably TetR-family),
G185E-6422-MONOMER,G185E-6422,adenylyl cyclase,CCI-CYTOSOL-GP
G185E-4520-MONOMER,G185E-4520,hypothetical protein,
G185E-7304-MONOMER,G185E-7304,cytochrome <i>aa<sub>3</sub></i> complex subunit I,CCI-PM-BAC-ACT-GP
G185E-8213-MONOMER,G185E-8213,probable peptidoglycan hydrolase,CCI-PERI-ACT-GP // CCI-CYTOSOL-GP
G185E-4894-MONOMER,G185E-4894,possible toxin VapC31. Contains PIN domain.,
G185E-6691-MONOMER,G185E-6691,probable conserved integral membrane transport protein,CCI-PM-BAC-ACT-GP
G185E-5274-MONOMER,G185E-5274,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7070-MONOMER,G185E-7070,CRISPR type III-associated RAMP protein Csm4,
G185E-5656-MONOMER,G185E-5656,probable macrolide-transport ATP-binding protein ABC transporter,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4251-MONOMER,G185E-4251,possible epoxide hydrolase,CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-7446-MONOMER,G185E-7446,Putative antitoxin VapB49,CCI-PM-BAC-ACT-GP
G185E-6317-MONOMER,G185E-6317,prokaryotic ubiquitin-like protein,
G185E-6028-MONOMER,G185E-6028,possible haloalkane dehalogenase,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7818-MONOMER,G185E-7818,"3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase &beta; subunit",
G185E-6406-MONOMER,G185E-6406,cytochrome <i>bcc</i> complex cytochrome <i>b</i> subunit,CCI-PM-BAC-ACT-GP
G185E-4504-MONOMER,G185E-4504,possible RNA methyltransferase,
G185E-8197-MONOMER,G185E-8197,conserved hypothetical protein,CCI-EXTRACELLULAR-GP
G185E-4878-MONOMER,G185E-4878,adenylate kinase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6675-MONOMER,G185E-6675,probable C4-dicarboxylate-transport transmembrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5258-MONOMER,G185E-5258,serine hydroxymethyltransferase 1,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7054-MONOMER,G185E-7054,hypothetical protein,CCI-CYTOSOL-GP
G185E-5640-MONOMER,G185E-5640,probable unidentified antibiotic-transport integral membrane ABC transporter,CCI-PM-BAC-ACT-GP
G185E-4235-MONOMER,G185E-4235,probable oxalyl-CoA decarboxylase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7430-MONOMER,G185E-7430,unknown protein,CCI-PM-BAC-ACT-GP
G185E-6012-MONOMER,G185E-6012,possible flavoprotein,CCI-CW-BAC-ACT-GP // CCI-PERI-ACT-GP
G185E-7802-MONOMER,G185E-7802,possible siderophore-binding protein,CCI-CYTOSOL-GP
G185E-6389-MONOMER,G185E-6389,3'-5' exoribonuclease Rv2179c,CCI-CYTOSOL-GP
G185E-4488-MONOMER,G185E-4488,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-8181-MONOMER,G185E-8181,membrane-anchored mycosin,CCI-PM-BAC-ACT-GP
G185E-4862-MONOMER,G185E-4862,30S ribosomal protein S8,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G185E-5241-MONOMER,G185E-5241,cystathionine gamma-synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7038-MONOMER,G185E-7038,probable acyl-CoA dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5624-MONOMER,G185E-5624,PE-PGRS family protein PE_PGRS26,CCI-EXTRACELLULAR-GP
G185E-4219-MONOMER,G185E-4219,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7414-MONOMER,G185E-7414,NADH:menaquinone oxidoreductase I chain E,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5996-MONOMER,G185E-5996,PPE family protein PPE29,CCI-CW-BAC-ACT-GP
G185E-7786-MONOMER,G185E-7786,probable acetohydroxyacid synthase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6372-MONOMER,G185E-6372,probable penicillin-binding membrane protein,CCI-PM-BAC-ACT-GP
G185E-4472-MONOMER,G185E-4472,possible transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-8165-MONOMER,G185E-8165,ESX-1 secretion-associated protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4846-MONOMER,G185E-4846,50S ribosomal protein L4,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5225-MONOMER,G185E-5225,Uncharacterized NTE family protein Rv1063c,
G185E-7022-MONOMER,G185E-7022,dihydropicolinate reductase subunit,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5608-MONOMER,G185E-5608,possible triacylglycerol synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP
G185E-4203-MONOMER,G185E-4203,putative hydrogenase component,CCI-PM-BAC-ACT-GP
G185E-5978-MONOMER,G185E-5978,ESX conserved component EccB5. ESX-5 type VII secretion system protein. Probable membrane protein.,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-7401-MONOMER,G185E-7401,conserved protein,CCI-PM-BAC-ACT-GP
G185E-7769-MONOMER,G185E-7769,conserved hypothetical Mce associated protein,CCO-MEMBRANE
G185E-6356-MONOMER,G185E-6356,Pyridoxal phosphate homeostasis protein,CCI-CYTOSOL-GP
G185E-4456-MONOMER,G185E-4456,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4830-MONOMER,G185E-4830,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-5207-MONOMER,G185E-5207,probable transposase,CCI-CYTOSOL-GP
G185E-7006-MONOMER,G185E-7006,possible toxin,CCI-CYTOSOL-GP
G185E-5592-MONOMER,G185E-5592,probable bifunctional riboflavin biosynthesis protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4187-MONOMER,G185E-4187,probable glutamine-transport transmembrane protein ABC transporter,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5962-MONOMER,G185E-5962,conserved protein,
G185E-7384-MONOMER,G185E-7384,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7753-MONOMER,G185E-7753,probable dicarboxylic acid transport integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6339-MONOMER,G185E-6339,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-8134-MONOMER,G185E-8134,prephenate dehydratase,CCI-CYTOSOL-GP
G185E-4814-MONOMER,G185E-4814,possible conserved lipoprotein,CCI-EXTRACELLULAR-GP
G185E-5191-MONOMER,G185E-5191,probable potassium-transporting ATPase C chain,CCI-PM-BAC-ACT-GP
G185E-6990-MONOMER,G185E-6990,PE-PGRS family protein PE_PGRS47,CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
