Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
G12WB-302-MONOMER,hypothetical protein,G12WB-302,
G12WB-3354-MONOMER,hypothetical protein,G12WB-3354,
G12WB-1629-MONOMER,sporulation-associated phosphatase,G12WB-1629,CCI-PM-BAC-POS-GP
G12WB-3530-MONOMER,MATE family efflux transporter,G12WB-3530,CCI-PM-BAC-POS-GP
G12WB-1991-MONOMER,conjugative transposon protein,G12WB-1991,
G12WB-2333-MONOMER,"cystine/amino acid family ABC transporter, membrane protein",G12WB-2333,CCI-PM-BAC-POS-GP
G12WB-1047-MONOMER,S-adenosyl-L-methionine-dependent methyltransferase,G12WB-1047,
G12WB-3875-MONOMER,putative HNH endonuclease,G12WB-3875,
G12WB-696-MONOMER,diguanylate kinase signaling protein,G12WB-696,CCI-PM-BAC-POS-GP
G12WB-2670-MONOMER,L-asparaginase,G12WB-2670,
G12WB-3005-MONOMER,rubrerythrin,G12WB-3005,
G12WB-334-MONOMER,flagellar hook-associated protein FlgK,G12WB-334,CCI-EXTRACELLULAR-GP // CCO-CELL-PROJECTION
G12WB-1614-MONOMER,ferrous iron transport protein A,G12WB-1614,
G12WB-3516-MONOMER,membrane protein,G12WB-3516,CCI-PM-BAC-POS-GP
G12WB-1975-MONOMER,putative metal ion transporter,G12WB-1975,CCI-PM-BAC-POS-GP
G12WB-2319-MONOMER,GCN5-related N-acetyltransferase-like protein,G12WB-2319,
G12WB-1032-MONOMER,hypothetical protein,G12WB-1032,
G12WB-386-MONOMER,hypothetical protein,G12WB-386,CCI-PM-BAC-POS-GP
G12WB-680-MONOMER,lipoprotein,G12WB-680,CCI-PM-BAC-POS-GP
G12WB-2656-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-2656,
G12WB-2991-MONOMER,adhesin,G12WB-2991,CCI-PM-BAC-POS-GP // CCI-CW-BAC-POS-GP
G12WB-3325-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-3325,CCI-PM-BAC-POS-GP
G12WB-160-MONOMER,energy-coupling factor transporter transmembrane protein EcfT,G12WB-160,CCI-PM-BAC-POS-GP
G12WB-3501-MONOMER,conjugative transposon protein,G12WB-3501,
G12WB-1958-MONOMER,phosphoglycerate mutase,G12WB-1958,
G12WB-2304-MONOMER,serine/threonine protein kinase,G12WB-2304,CCI-PM-BAC-POS-GP
G12WB-1018-MONOMER,hypothetical protein,G12WB-1018,
G12WB-3841-MONOMER,DNA replication protein DnaC,G12WB-3841,
G12WB-664-MONOMER,protease PrsW,G12WB-664,CCI-PM-BAC-POS-GP
G12WB-2640-MONOMER,Xaa-Pro aminopeptidase,G12WB-2640,
G12WB-1357-MONOMER,aminodeoxychorismate lyase,G12WB-1357,CCI-PM-BAC-POS-GP
G12WB-2977-MONOMER,"multidrug family ABC transporter, ATP-binding/membrane protein",G12WB-2977,CCI-PM-BAC-POS-GP
MONOMER12WB-7696,fragment of aminobenzoyl-glutamate transporter,G12WB-4612,
G12WB-3310-MONOMER,DNA helicase,G12WB-3310,
G12WB-1586-MONOMER,GTP cyclohydrolase I,G12WB-1586,
G12WB-3487-MONOMER,"two-component response regulator, cationic antimicrobial peptide resistance",G12WB-3487,
G12WB-1942-MONOMER,hypothetical protein,G12WB-1942,
G12WB-229-MONOMER,cell wall endopeptidase,G12WB-229,CCI-PM-BAC-POS-GP
G12WB-1003-MONOMER,metallo-beta-lactamase superfamily exported protein,G12WB-1003,
G12WB-3827-MONOMER,ribokinase family sugar kinase,G12WB-3827,
G12WB-648-MONOMER,purine-binding chemotaxis protein CheW,G12WB-648,
G12WB-2626-MONOMER,hypothetical protein,G12WB-2626,
G12WB-1342-MONOMER,N-acetyltransferase,G12WB-1342,
G12WB-2962-MONOMER,preQ1 tRNA-ribosyltransferase,G12WB-2962,
G12WB-99-MONOMER,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,G12WB-99,
G12WB-3296-MONOMER,PTS operon transcription antiterminator,G12WB-3296,
G12WB-1571-MONOMER,spore coat protein CotE; peroxiredoxin/chitinase,G12WB-1571,CCI-CYTOSOL-GP // CCI-CW-BAC-POS-GP
G12WB-3472-MONOMER,ATP-dependent Clp protease proteolytic subunit 1,G12WB-3472,CCI-CYTOSOL-GP
G12WB-1927-MONOMER,methylase,G12WB-1927,
G12WB-2275-MONOMER,2-nitropropane dioxygenase,G12WB-2275,
G12WB-3812-MONOMER,4-hydroxy-2-oxoglutarate aldolase,G12WB-3812,
G12WB-632-MONOMER,hypothetical protein,G12WB-632,CCI-PM-BAC-POS-GP
G12WB-2611-MONOMER,hypothetical protein,G12WB-2611,
G12WB-1328-MONOMER,stage III sporulation protein AF,G12WB-1328,CCI-PM-BAC-POS-GP
G12WB-2948-MONOMER,cell wall protein 66,G12WB-2948,CCI-CW-BAC-POS-GP
G12WB-975-MONOMER,hypothetical protein,G12WB-975,CCI-PM-BAC-POS-GP
G12WB-3281-MONOMER,"UDP-glycosyltransferase, MGT subfamily",G12WB-3281,
G12WB-1557-MONOMER,hypothetical protein,G12WB-1557,CCI-PM-BAC-POS-GP
G12WB-3458-MONOMER,hypothetical protein,G12WB-3458,
G12WB-1912-MONOMER,lipoprotein,G12WB-1912,
G12WB-2260-MONOMER,"putative transporter, nucleobase:cation symporter-2 family",G12WB-2260,CCI-PM-BAC-POS-GP
G12WB-3798-MONOMER,hypothetical protein,G12WB-3798,
G12WB-615-MONOMER,membrane protein,G12WB-615,CCI-PM-BAC-POS-GP
G12WB-2596-MONOMER,hypothetical protein,G12WB-2596,
G12WB-1313-MONOMER,3-oxoacyl-ACP reductase,G12WB-1313,
G12WB-2933-MONOMER,family 2 glycosyl transferase,G12WB-2933,
G12WB-96-MONOMER,hypothetical protein,G12WB-96,CCI-PM-BAC-POS-GP
G12WB-3267-MONOMER,iron-containing alcohol dehydrogenase,G12WB-3267,
G12WB-1542-MONOMER,hypothetical protein,G12WB-1542,
G12WB-3443-MONOMER,"mannose-fructose-sorbose family PTS, enzyme IID component",G12WB-3443,CCI-PM-BAC-POS-GP
G12WB-1898-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-1898,
G12WB-2246-MONOMER,restriction enzyme,G12WB-2246,
G12WB-3783-MONOMER,homocysteine S-methyltransferase,G12WB-3783,
G12WB-6-MONOMER,DNA gyrase subunit A,G12WB-6,CCI-CYTOSOL-GP
G12WB-2581-MONOMER,flavodoxin/ferredoxin oxidoreductase subunit delta,G12WB-2581,
G12WB-1299-MONOMER,GntR family transcriptional regulator,G12WB-1299,
G12WB-2919-MONOMER,signaling protein,G12WB-2919,CCI-PM-BAC-POS-GP
G12WB-945-MONOMER,MarR family transcriptional regulator,G12WB-945,
G12WB-3252-MONOMER,trehalose-6-phosphate hydrolase,G12WB-3252,
G12WB-1528-MONOMER,CocE/NonD family hydrolase,G12WB-1528,
G12WB-3429-MONOMER,"phosphate ABC transporter, ATP-binding subunit",G12WB-3429,CCI-PM-BAC-POS-GP
G12WB-1882-MONOMER,two-component sensor histidine kinase,G12WB-1882,CCI-PM-BAC-POS-GP
G12WB-2231-MONOMER,xanthine dehydrogenase molybdenum binding subunit XdhA,G12WB-2231,
G12WB-3769-MONOMER,pseudouridine synthase RsuA-like protein,G12WB-3769,
G12WB-584-MONOMER,iron-sulfur flavoprotein,G12WB-584,
G12WB-2567-MONOMER,PTS operon transcription antiterminator,G12WB-2567,
G12WB-1284-MONOMER,PadR family transcriptional regulator,G12WB-1284,
G12WB-2904-MONOMER,ssDNA-specific exonuclease RecJ,G12WB-2904,
G12WB-930-MONOMER,two-component response regulator,G12WB-930,
G12WB-3238-MONOMER,RpiR family transcriptional regulator,G12WB-3238,
G12WB-1513-MONOMER,hypothetical protein,G12WB-1513,CCI-PM-BAC-POS-GP
G12WB-3414-MONOMER,hypothetical protein,G12WB-3414,
G12WB-1866-MONOMER,hypothetical protein,G12WB-1866,
G12WB-2217-MONOMER,integrase,G12WB-2217,
G12WB-3754-MONOMER,hypothetical protein,G12WB-3754,
G12WB-568-MONOMER,"ABC transporter, ATP-binding protein",G12WB-568,
G12WB-2552-MONOMER,spore coat protein CotD; manganese catalase,G12WB-2552,CCI-CW-BAC-POS-GP
G12WB-1269-MONOMER,electron transport complex protein RnfG,G12WB-1269,CCI-PM-BAC-POS-GP
G12WB-289-MONOMER,aspartate carbamoyltransferase,G12WB-289,
G12WB-916-MONOMER,electron transfer flavoprotein subunit alpha,G12WB-916,
G12WB-3223-MONOMER,RpiR family transcriptional regulator,G12WB-3223,CCI-PM-BAC-POS-GP
G12WB-1499-MONOMER,XkdK-like protein,G12WB-1499,
G12WB-340-MONOMER,flagellar hook-associated protein FliD,G12WB-340,CCI-EXTRACELLULAR-GP // CCO-CELL-PROJECTION
G12WB-1850-MONOMER,C4-dicarboxylate anaerobic carrier,G12WB-1850,CCI-PM-BAC-POS-GP
G12WB-2202-MONOMER,lipoprotein,G12WB-2202,
G12WB-374-MONOMER,flagellar basal body rod protein FlgG,G12WB-374,CCO-CELL-PROJECTION
G12WB-552-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-552,
G12WB-2538-MONOMER,alpha-hydroxy acid dehydrogenase,G12WB-2538,
G12WB-1253-MONOMER,nitroreductase-family protein,G12WB-1253,
G12WB-2872-MONOMER,sortase B,G12WB-2872,CCI-PM-BAC-POS-GP
G12WB-901-MONOMER,NUDIX family hydrolase,G12WB-901,
G12WB-3209-MONOMER,hypothetical protein,G12WB-3209,
G12WB-1484-MONOMER,"cationic antimicrobial peptide ABC exporter, ATP-binding subunit",G12WB-1484,
G12WB-3385-MONOMER,Hsp33-like chaperonin,G12WB-3385,CCI-CYTOSOL-GP
G12WB-1834-MONOMER,ArsR family transcriptional regulator,G12WB-1834,
G12WB-2189-MONOMER,HTH-type transcriptional regulator,G12WB-2189,
G12WB-3722-MONOMER,spore maturation protein B,G12WB-3722,CCI-PM-BAC-POS-GP
G12WB-536-MONOMER,AraC family transcriptional regulator,G12WB-536,
G12WB-2523-MONOMER,CstA-like carbon starvation protein,G12WB-2523,CCI-PM-BAC-POS-GP
G12WB-1239-MONOMER,conjugative transposon protein,G12WB-1239,CCI-PM-BAC-POS-GP
G12WB-2858-MONOMER,amidohydrolase,G12WB-2858,
G12WB-887-MONOMER,LacI family transcriptional regulator,G12WB-887,
G12WB-3194-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-3194,
G12WB-147-MONOMER,protein translocase subunit SecY,G12WB-147,CCI-PM-BAC-POS-GP
G12WB-1818-MONOMER,pyrrolidone-carboxylate peptidase,G12WB-1818,CCI-CYTOSOL-GP
G12WB-2174-MONOMER,acetyltransferase,G12WB-2174,
G12WB-3708-MONOMER,"iron family ABC transporter, ATP-binding protein",G12WB-3708,
G12WB-520-MONOMER,single-strand DNA-binding protein,G12WB-520,
G12WB-2509-MONOMER,HAD superfamily hydrolase,G12WB-2509,
G12WB-1224-MONOMER,HTH-type transcriptional regulator,G12WB-1224,
G12WB-2843-MONOMER,membrane-associated phosphatase,G12WB-2843,CCI-PM-BAC-POS-GP
G12WB-871-MONOMER,pyruvate formate-lyase,G12WB-871,CCI-CYTOSOL-GP
G12WB-318-MONOMER,transposase IS200/IS605-like OrfA,G12WB-318,
G12WB-1455-MONOMER,M16 family peptidase,G12WB-1455,
G12WB-1802-MONOMER,transposase-like protein B,G12WB-1802,
G12WB-216-MONOMER,phosphate butyryltransferase,G12WB-216,
G12WB-3693-MONOMER,type IV pilus transporter system,G12WB-3693,
G12WB-2494-MONOMER,succinate-semialdehyde dehydrogenase,G12WB-2494,
G12WB-121-MONOMER,DNA-directed RNA polymerase subunit beta',G12WB-121,
G12WB-2829-MONOMER,succinyl CoA:3-oxoacid CoA-transferase subunit B,G12WB-2829,
G12WB-507-MONOMER,electron transfer flavoprotein subunit alpha,G12WB-507,
G12WB-857-MONOMER,putative OmpA/MotB proton channel,G12WB-857,CCI-PM-BAC-POS-GP
G12WB-3165-MONOMER,dihydrodipicolinate synthase 1,G12WB-3165,
G12WB-1440-MONOMER,PolC-type DNA polymerase III,G12WB-1440,CCI-CYTOSOL-GP
G12WB-1786-MONOMER,"putative iron-siderophore ABC transporter, membrane subunit",G12WB-1786,CCI-PM-BAC-POS-GP
G12WB-2145-MONOMER,flavodoxin,G12WB-2145,
G12WB-3679-MONOMER,putative MurJ family lipid II flippase,G12WB-3679,CCI-PM-BAC-POS-GP
G12WB-248-MONOMER,peptide chain release factor 2,G12WB-248,CCI-CYTOSOL-GP
G12WB-1195-MONOMER,aminopeptidase 1,G12WB-1195,
G12WB-2814-MONOMER,signaling protein,G12WB-2814,CCI-PM-BAC-POS-GP
G12WB-492-MONOMER,cell surface protein,G12WB-492,CCI-CW-BAC-POS-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-POS-GP
G12WB-841-MONOMER,iron-sulfur protein,G12WB-841,
G12WB-3150-MONOMER,"ABC transporter, ATP-binding protein",G12WB-3150,
G12WB-1426-MONOMER,hypothetical protein,G12WB-1426,
G12WB-1770-MONOMER,superoxide dismutase,G12WB-1770,CCI-CW-BAC-POS-GP
G12WB-2130-MONOMER,"putative tryptophan ECF transporter, S component",G12WB-2130,CCI-PM-BAC-POS-GP
G12WB-3664-MONOMER,peptide chain release factor 1,G12WB-3664,CCI-CYTOSOL-GP
G12WB-2465-MONOMER,"molybdate family ABC transporter, ATP-binding subunit",G12WB-2465,
G12WB-1180-MONOMER,pseudouridylate synthase,G12WB-1180,
G12WB-2799-MONOMER,hypothetical protein,G12WB-2799,
G12WB-476-MONOMER,HTH-type transcriptional regulator,G12WB-476,
G12WB-827-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase,G12WB-827,
G12WB-3136-MONOMER,putative thiolase,G12WB-3136,
G12WB-1410-MONOMER,replication-associated recombination protein RarA,G12WB-1410,
G12WB-1754-MONOMER,"ABC transporter, membrane protein",G12WB-1754,CCI-PM-BAC-POS-GP
G12WB-2115-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-2115,
G12WB-365-MONOMER,flagellar biosynthetic protein FliQ,G12WB-365,CCI-PM-BAC-POS-GP // CCO-CELL-PROJECTION
G12WB-245-MONOMER,copper homeostasis protein,G12WB-245,CCI-CYTOSOL-GP
G12WB-1166-MONOMER,cell wall protein 18,G12WB-1166,
G12WB-2784-MONOMER,hypothetical protein,G12WB-2784,
G12WB-460-MONOMER,hypothetical protein,G12WB-460,
G12WB-812-MONOMER,hypothetical protein,G12WB-812,CCI-PM-BAC-POS-GP
G12WB-3121-MONOMER,V-type ATP synthase subunit F,G12WB-3121,
G12WB-1396-MONOMER,ribonuclease HII,G12WB-1396,CCI-CYTOSOL-GP
G12WB-1738-MONOMER,phosphomethylpyrimidine kinase,G12WB-1738,
G12WB-21-MONOMER,DNA polymerase III subunits gamma and tau,G12WB-21,
G12WB-3635-MONOMER,carboxy-terminal protease,G12WB-3635,
G12WB-2435-MONOMER,"fructose-mannitol family PTS, enzyme IIA component",G12WB-2435,
G12WB-1148-MONOMER,UDP-N-acetylglucosamine 2-epimerase,G12WB-1148,
G12WB-277-MONOMER,hypothetical protein,G12WB-277,
G12WB-4501-MONOMER,actin aggregate factor,G12WB-4501,
G12WB-799-MONOMER,nucleotide phosphodiesterase,G12WB-799,
G12WB-3107-MONOMER,recombination function protein,G12WB-3107,
G12WB-1381-MONOMER,ribonuclease III,G12WB-1381,CCI-CYTOSOL-GP
G12WB-1722-MONOMER,ROK family transcriptional regulator,G12WB-1722,
G12WB-2084-MONOMER,hypothetical protein,G12WB-2084,CCI-EXTRACELLULAR-GP
G12WB-3620-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-3620,
G12WB-2420-MONOMER,membrane protein,G12WB-2420,CCI-PM-BAC-POS-GP
G12WB-1133-MONOMER,"multidrug family ABC transporter, ATP-binding/membrane protein",G12WB-1133,CCI-PM-BAC-POS-GP
G12WB-2755-MONOMER,oligosaccharide deacetylase,G12WB-2755,
G12WB-4441-MONOMER,Conserved hypothetical protein,G12WB-4441,
G12WB-784-MONOMER,methyltransferase,G12WB-784,
G12WB-3092-MONOMER,anti-repressor protein,G12WB-3092,
G12WB-1367-MONOMER,hypothetical protein,G12WB-1367,
G12WB-1706-MONOMER,hypothetical protein,G12WB-1706,
G12WB-2067-MONOMER,ethanolamine utilization protein,G12WB-2067,
G12WB-3606-MONOMER,cobalt-precorrin-5B C(1)-methyltransferase,G12WB-3606,
G12WB-2406-MONOMER,membrane protein,G12WB-2406,CCI-PM-BAC-POS-GP
G12WB-1119-MONOMER,fumarate hydratase subunit B,G12WB-1119,
G12WB-2740-MONOMER,methionyl-tRNA formyltransferase,G12WB-2740,
G12WB-438-MONOMER,aminopeptidase 2,G12WB-438,
G12WB-77-MONOMER,ATP:guanido phosphotransferase,G12WB-77,
G12WB-3078-MONOMER,hypothetical protein,G12WB-3078,
G12WB-1691-MONOMER,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,G12WB-1691,CCI-CYTOSOL-GP
G12WB-2051-MONOMER,ethanolamine iron-dependent alcohol dehydrogenase,G12WB-2051,
G12WB-2048-MONOMER,"ABC transporter, membrane protein",G12WB-2048,CCI-PM-BAC-POS-GP
G12WB-3586-MONOMER,excinuclease ABC subunit B,G12WB-3586,CCI-CYTOSOL-GP
G12WB-239-MONOMER,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS, enzyme IIA component",G12WB-239,
G12WB-1101-MONOMER,30S ribosomal protein S1,G12WB-1101,CCI-RIBOSOME-GP
G12WB-2723-MONOMER,"putative 2-<i>O</i>-&alpha;-mannosyl-D-glycerate specific PTS, enzyme IIB component",G12WB-2723,
G12WB-4317-MONOMER,"Putative conjugative transposon protein Tn5397, CTn3-Orf20.1",G12WB-4317,
G12WB-752-MONOMER,two-component response regulator,G12WB-752,
G12WB-3060-MONOMER,hypothetical protein,G12WB-3060,
G12WB-1672-MONOMER,gamma-glutamyltranspeptidase,G12WB-1672,
G12WB-3571-MONOMER,sporulation transcriptional regulator whiA,G12WB-3571,
G12WB-2035-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-2035,
G12WB-2375-MONOMER,cyclic nucleotides-binding protein,G12WB-2375,
G12WB-1088-MONOMER,cell wall hydrolase,G12WB-1088,
G12WB-4232-MONOMER,MurJ family protein (disrupted IStron),G12WB-4232,CCI-PM-BAC-POS-GP
G12WB-738-MONOMER,Crp family transcriptional regulator,G12WB-738,
G12WB-2711-MONOMER,"fructose-mannitol family PTS, enzyme IIAB component",G12WB-2711,
G12WB-3046-MONOMER,MATE family efflux transporter,G12WB-3046,CCI-PM-BAC-POS-GP
G12WB-1656-MONOMER,ferrous iron transport protein A,G12WB-1656,
G12WB-3557-MONOMER,antirestriction protein,G12WB-3557,
G12WB-2019-MONOMER,iron-sulfur binding protein,G12WB-2019,CCI-PM-BAC-POS-GP
G12WB-236-MONOMER,RecD/TraA type DNA helicase,G12WB-236,
G12WB-1073-MONOMER,lipoprotein,G12WB-1073,
G12WB-407-MONOMER,"putative ribose ABC transporter, ATP-binding subunit",G12WB-407,
G12WB-723-MONOMER,hypothetical protein,G12WB-723,CCI-PM-BAC-POS-GP
G12WB-2697-MONOMER,hypothetical protein,G12WB-2697,CCI-PM-BAC-POS-GP
G12WB-3031-MONOMER,SAF domain-containing protein,G12WB-3031,
G12WB-3366-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-3366,CCI-PM-BAC-POS-GP
G12WB-1640-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1640,CCI-PM-BAC-POS-GP
G12WB-3542-MONOMER,conjugative transposon protein,G12WB-3542,
G12WB-2003-MONOMER,cell surface protein,G12WB-2003,CCI-PM-BAC-POS-GP
G12WB-2345-MONOMER,cyclomaltodextrinase,G12WB-2345,
G12WB-1059-MONOMER,hypothetical protein,G12WB-1059,
G12WB-391-MONOMER,"mannose-fructose-sorbose family PTS, enzyme IIA component",G12WB-391,CCI-PM-BAC-POS-GP
G12WB-708-MONOMER,ParB-like nuclease,G12WB-708,
G12WB-2682-MONOMER,TetR family transcriptional regulator,G12WB-2682,
G12WB-3017-MONOMER,HAD superfamily hydrolase,G12WB-3017,
G12WB-3351-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-3351,
G12WB-1626-MONOMER,"putative methionine ABC transporter, ATP-binding subunit",G12WB-1626,CCI-PM-BAC-POS-GP
G12WB-3528-MONOMER,"ABC transporter, ATP-binding protein",G12WB-3528,
G12WB-1988-MONOMER,hypothetical protein,G12WB-1988,
G12WB-2330-MONOMER,peptidase,G12WB-2330,
G12WB-1044-MONOMER,hypothetical protein,G12WB-1044,
G12WB-3872-MONOMER,ribonuclease P protein component,G12WB-3872,
G12WB-693-MONOMER,pyruvate phosphate dikinase,G12WB-693,
G12WB-2668-MONOMER,threonine dehydratase II,G12WB-2668,
G12WB-3002-MONOMER,nitrilase,G12WB-3002,
G12WB-3337-MONOMER,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",G12WB-3337,CCI-CYTOSOL-GP
G12WB-1611-MONOMER,rubrerythrin,G12WB-1611,
G12WB-3513-MONOMER,cell-division FtsK/SpoIIIE-family protein,G12WB-3513,CCI-PM-BAC-POS-GP
G12WB-1972-MONOMER,ATP-dependent zinc metalloprotease FtsH,G12WB-1972,CCI-PM-BAC-POS-GP
G12WB-2316-MONOMER,hypothetical protein,G12WB-2316,CCI-PM-BAC-POS-GP
G12WB-103-MONOMER,glutamate--tRNA ligase,G12WB-103,CCI-CYTOSOL-GP
G12WB-3857-MONOMER,hypothetical protein,G12WB-3857,
G12WB-677-MONOMER,endonuclease III,G12WB-677,
G12WB-2653-MONOMER,hypothetical protein,G12WB-2653,
G12WB-2989-MONOMER,membrane protein,G12WB-2989,CCI-PM-BAC-POS-GP
G12WB-3322-MONOMER,SsrA-binding protein,G12WB-3322,CCI-CYTOSOL-GP
G12WB-1598-MONOMER,membrane protein,G12WB-1598,CCI-PM-BAC-POS-GP
G12WB-3499-MONOMER,conjugative transposon protein,G12WB-3499,
G12WB-1955-MONOMER,pyridoxal-dependent decarboxylase,G12WB-1955,
G12WB-2301-MONOMER,membrane protein,G12WB-2301,CCI-PM-BAC-POS-GP
G12WB-1015-MONOMER,transcriptional regulator,G12WB-1015,
G12WB-3839-MONOMER,peptidase,G12WB-3839,
G12WB-661-MONOMER,hypothetical protein,G12WB-661,
G12WB-2638-MONOMER,lipoprotein,G12WB-2638,
G12WB-1354-MONOMER,phosphopentomutase,G12WB-1354,CCI-CYTOSOL-GP
G12WB-2974-MONOMER,GntR family transcriptional regulator,G12WB-2974,
MONOMER12WB-7693,fragment of putative two-component sensor histidine kinase (N-terminal region),G12WB-4610,
G12WB-3308-MONOMER,cytosine-specific methyltransferase,G12WB-3308,
G12WB-1583-MONOMER,Para-aminobenzoate synthase component I,G12WB-1583,
G12WB-3484-MONOMER,formate dehydrogenase accessory protein FdhD,G12WB-3484,CCI-CYTOSOL-GP
G12WB-1939-MONOMER,L-threonine 3-dehydrogenase,G12WB-1939,
G12WB-2287-MONOMER,1-deoxy-D-xylulose 5-phosphate reductoisomerase,G12WB-2287,
G12WB-1000-MONOMER,cold shock protein,G12WB-1000,CCI-CYTOSOL-GP
G12WB-3824-MONOMER,NADPH-dependent FMN reductase,G12WB-3824,
G12WB-645-MONOMER,chemotaxis protein CheY,G12WB-645,
G12WB-2623-MONOMER,hypothetical protein,G12WB-2623,CCI-PM-BAC-POS-GP
G12WB-134-MONOMER,50S ribosomal protein L16,G12WB-134,CCI-RIBOSOME-GP
G12WB-296-MONOMER,DNA glycosylase,G12WB-296,
G12WB-987-MONOMER,carbohydrate kinase,G12WB-987,
G12WB-3293-MONOMER,6-phospho-beta-glucosidase,G12WB-3293,
G12WB-1569-MONOMER,DinG family helicase,G12WB-1569,CCI-CYTOSOL-GP
G12WB-347-MONOMER,putative CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase,G12WB-347,CCI-PM-BAC-POS-GP
G12WB-1924-MONOMER,arsenate reductase,G12WB-1924,
G12WB-2272-MONOMER,thioredoxin reductase,G12WB-2272,CCI-CYTOSOL-GP
G12WB-381-MONOMER,AraC family transcriptional regulator,G12WB-381,
G12WB-629-MONOMER,transcription antiterminator,G12WB-629,CCI-PM-BAC-POS-GP
G12WB-2608-MONOMER,hypothetical protein,G12WB-2608,
G12WB-1325-MONOMER,stage III sporulation protein AC,G12WB-1325,CCI-PM-BAC-POS-GP
G12WB-2945-MONOMER,cell wall protein 5,G12WB-2945,
G12WB-972-MONOMER,maltose-6'-phosphate glucosidase,G12WB-972,
G12WB-3279-MONOMER,PTS operon transcription antiterminator,G12WB-3279,
G12WB-1554-MONOMER,membrane protein,G12WB-1554,CCI-PM-BAC-POS-GP
G12WB-3455-MONOMER,hypothetical protein,G12WB-3455,
G12WB-191-MONOMER,aspartate aminotransferase,G12WB-191,
G12WB-2258-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-2258,
G12WB-3795-MONOMER,iron-sulfur assembly protein,G12WB-3795,
G12WB-612-MONOMER,antirestriction protein,G12WB-612,
G12WB-2593-MONOMER,rRNA maturation factor YbeY,G12WB-2593,CCI-CYTOSOL-GP
G12WB-1310-MONOMER,3-oxoacyl-ACP synthase,G12WB-1310,CCI-CYTOSOL-GP
G12WB-2930-MONOMER,UDP-glucose 6-dehydrogenase,G12WB-2930,
G12WB-957-MONOMER,hypothetical protein,G12WB-957,
G12WB-3264-MONOMER,peptidase,G12WB-3264,
G12WB-154-MONOMER,30S ribosomal protein S11,G12WB-154,CCI-RIBOSOME-GP
G12WB-3440-MONOMER,ferrous iron transport protein A,G12WB-3440,
G12WB-1895-MONOMER,cell wall protein 13,G12WB-1895,
G12WB-2243-MONOMER,"putative transporter, nucleobase:cation symporter-2 family",G12WB-2243,CCI-PM-BAC-POS-GP
G12WB-3780-MONOMER,hypothetical protein,G12WB-3780,
G12WB-597-MONOMER,two-component sensor histidine kinase,G12WB-597,CCI-PM-BAC-POS-GP
G12WB-2579-MONOMER,flavodoxin/ferredoxin oxidoreductase subunit beta,G12WB-2579,
G12WB-1296-MONOMER,homoserine dehydrogenase,G12WB-1296,
G12WB-2916-MONOMER,acyl transferase/phospholipase,G12WB-2916,
G12WB-942-MONOMER,trans-homoaconitate synthase,G12WB-942,
G12WB-325-MONOMER,phosphoribosylglycinamide formyltransferase,G12WB-325,
G12WB-1525-MONOMER,allophanate hydrolase subunit 2,G12WB-1525,
G12WB-3426-MONOMER,iron hydrogenase,G12WB-3426,
G12WB-1879-MONOMER,hydrolase,G12WB-1879,
G12WB-2229-MONOMER,dihydroorotate dehydrogenase catalytic subunit,G12WB-2229,CCI-CYTOSOL-GP
G12WB-3766-MONOMER,hypothetical protein,G12WB-3766,
G12WB-581-MONOMER,putative sucrose-specific PTS enzyme II,G12WB-581,CCI-PM-BAC-POS-GP
G12WB-2564-MONOMER,NAD(P)-binding protein,G12WB-2564,
G12WB-1281-MONOMER,cell division topological specificity factor MinE,G12WB-1281,
G12WB-2901-MONOMER,D-tyrosyl-tRNA(Tyr) deacylase,G12WB-2901,CCI-CYTOSOL-GP
G12WB-928-MONOMER,6-phospho-beta-glucosidase,G12WB-928,
G12WB-3235-MONOMER,tagatose-bisphosphate aldolase,G12WB-3235,
G12WB-1510-MONOMER,tail fiber protein,G12WB-1510,
G12WB-3411-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-3411,
G12WB-1863-MONOMER,hypothetical protein,G12WB-1863,
G12WB-2214-MONOMER,hypothetical protein,G12WB-2214,
G12WB-3751-MONOMER,GntR family transcriptional regulator,G12WB-3751,
G12WB-565-MONOMER,hypothetical protein,G12WB-565,
