Proteins	Common-Name	Genes of polypeptide, complex, or RNA	Locations
FY484_RS05820-MONOMER	ATP-dependent Clp protease ATP-binding subunit ClpA	FY484_RS05820	CCI-CYTOSOL-GN
FY484_RS15195-MONOMER	superintegron integrase IntIA	FY484_RS15195	
FY484_RS07765-MONOMER	energy transducing protein TonB2	FY484_RS07765	CCI-PM-BAC-NEG-GN // CCI-PERI-BAC-GN
FY484_RS01650-MONOMER	UDP-N-acetylmuramate dehydrogenase	FY484_RS01650	CCI-CYTOSOL-GN
FY484_RS17470-MONOMER	SH3 domain-containing protein	FY484_RS17470	
FY484_RS09725-MONOMER	FAD-binding protein	FY484_RS09725	
FY484_RS19400-MONOMER	iron-containing redox enzyme family protein	FY484_RS19400	
FY484_RS11170-MONOMER	ribonuclease HI	FY484_RS11170	CCI-CYTOSOL-GN
FY484_RS03755-MONOMER	oxygen-insensitive NADPH nitroreductase	FY484_RS03755	
FY484_RS13105-MONOMER	putative type IVa pilus assembly protein PilN	FY484_RS13105	
FY484_RS05740-MONOMER	tRNA 2-thiouridine(34) synthase MnmA	FY484_RS05740	CCI-CYTOSOL-GN
FY484_RS15105-MONOMER	&alpha; carbonic anhydrase	FY484_RS15105	
FY484_RS07680-MONOMER	bifunctional molybdopterin-guanine dinucleotide biosynthesis adaptor protein MobB/molybdopterin molybdotransferase MoeA	FY484_RS07680	CCI-CYTOSOL-GN
FY484_RS01535-MONOMER	type II 3-dehydroquinate dehydratase	FY484_RS01535	
FY484_RS17380-MONOMER	periplasmic nitrate reductase NapA protein	FY484_RS17380	CCI-PERI-BAC-GN
FY484_RS09630-MONOMER	sigma-54 dependent transcriptional regulator	FY484_RS09630	
FY484_RS19320-MONOMER	cluster III/F7 chemosensory system, protein-glutamate O-methyltransferase CheR3	FY484_RS19320	
FY484_RS11085-MONOMER	putative metal-specific P-type ATPase	FY484_RS11085	CCI-PM-BAC-NEG-GN
FY484_RS03650-MONOMER	3-deoxy-7-phosphoheptulonate synthase	FY484_RS03650	CCI-CYTOSOL-GN
FY484_RS13025-MONOMER	arginine N-succinyltransferase	FY484_RS13025	
FY484_RS05660-MONOMER	biotin synthase BioB	FY484_RS05660	
FY484_RS15025-MONOMER	DUF2861 family protein	FY484_RS15025	
FY484_RS07600-MONOMER	formate dehydrogenase subunit &gamma;	FY484_RS07600	CCI-PM-BAC-NEG-GN
FY484_RS01445-MONOMER	Zn(2+)-responsive transcriptional regulator	FY484_RS01445	
FY484_RS17295-MONOMER	glycerol-3-phosphate dehydrogenase	FY484_RS17295	CCI-CYTOSOL-GN
FY484_RS09545-MONOMER	hypothetical protein	FY484_RS09545	CCO-MEMBRANE
FY484_RS19240-MONOMER	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	FY484_RS19240	
FY484_RS11005-MONOMER	flagellar basal body rod protein FlgC	FY484_RS11005	CCO-CELL-PROJECTION
FY484_RS03570-MONOMER	transcriptional activator HlyU	FY484_RS03570	
FY484_RS12940-MONOMER	DUF3413 domain-containing protein	FY484_RS12940	CCI-PM-BAC-NEG-GN
FY484_RS05575-MONOMER	ABC transporter ATP-binding protein	FY484_RS05575	
FY484_RS14940-MONOMER	uncharacterized protein	FY484_RS14940	
FY484_RS07520-MONOMER	aminopeptidase N	FY484_RS07520	
FY484_RS01365-MONOMER	polysaccharide biosynthesis protein	FY484_RS01365	CCO-MEMBRANE
FY484_RS17215-MONOMER	YeeE/YedE family protein	FY484_RS17215	CCI-PM-BAC-NEG-GN
FY484_RS09465-MONOMER	alpha/beta hydrolase YcfP	FY484_RS09465	
FY484_RS19160-MONOMER	LysR family transcriptional regulator	FY484_RS19160	
FY484_RS10845-MONOMER	outer membrane protein LolB	FY484_RS10845	CCI-OUTER-MEM-GN
FY484_RS03490-MONOMER	ATP-dependent RNA helicase SrmB	FY484_RS03490	CCI-CYTOSOL-GN
FY484_RS12860-MONOMER	50S ribosomal protein L5	FY484_RS12860	CCI-RIBOSOME-GN
FY484_RS05490-MONOMER	AraC family transcriptional regulator	FY484_RS05490	
FY484_RS14855-MONOMER	thermolabile hemolysin	FY484_RS14855	
FY484_RS07435-MONOMER	helix-turn-helix domain-containing protein	FY484_RS07435	
FY484_RS01255-MONOMER	putative core oligosaccharide acyltransferase WavK	FY484_RS01255	CCI-CYTOSOL-GN
FY484_RS17130-MONOMER	transketolase	FY484_RS17130	CCI-CYTOSOL-GN
FY484_RS09385-MONOMER	SpoVR family protein	FY484_RS09385	
FY484_RS19075-MONOMER	amino acid ABC transporter membrane protein	FY484_RS19075	CCI-PM-BAC-NEG-GN
FY484_RS10765-MONOMER	putative transporter	FY484_RS10765	CCO-MEMBRANE
FY484_RS03410-MONOMER	30S ribosome-binding factor RbfA	FY484_RS03410	CCI-CYTOSOL-GN
FY484_RS12780-MONOMER	FKBP-type peptidyl-prolyl cis-trans isomerase	FY484_RS12780	
FY484_RS05405-MONOMER	CAI-1 synthase	FY484_RS05405	CCI-CYTOSOL-GN
FY484_RS14765-MONOMER	DUF262 domain-containing protein	FY484_RS14765	
FY484_RS07340-MONOMER	accessory cholera enterotoxin	FY484_RS07340	CCI-EXTRACELLULAR-GN // CCO-MEMBRANE
FY484_RS01175-MONOMER	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	FY484_RS01175	
FY484_RS17045-MONOMER	aspartate aminotransferase family protein	FY484_RS17045	
FY484_RS09300-MONOMER	pleiotropic regulatory protein RsmS	FY484_RS09300	
FY484_RS18995-MONOMER	DUF413 domain-containing protein	FY484_RS18995	
FY484_RS10685-MONOMER	flagellin B	FY484_RS10685	CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
FY484_RS03315-MONOMER	tripartite efflux pump periplasmic adaptor protein VexE	FY484_RS03315	CCO-MEMBRANE
FY484_RS12700-MONOMER	DUF2607 domain-containing protein	FY484_RS12700	CCO-MEMBRANE
FY484_RS05315-MONOMER	outer membrane transport protein	FY484_RS05315	CCI-OUTER-MEM-GN
FY484_RS14680-MONOMER	putative mechanosensitive ion channel	FY484_RS14680	CCO-MEMBRANE
FY484_RS07250-MONOMER	cytochrome <i>cbb<sub>3</sub></i> oxidase subunit I	FY484_RS07250	CCI-PM-BAC-NEG-GN
FY484_RS01095-MONOMER	N-acetylmuramic acid 6-phosphate etherase 1	FY484_RS01095	
FY484_RS16965-MONOMER	DNA-binding protein	FY484_RS16965	
FY484_RS09220-MONOMER	cytochrome <i>bd</i>-I ubiquinol oxidase accessory subunit	FY484_RS09220	CCO-MEMBRANE
FY484_RS18915-MONOMER	putative branched-chain amino acid efflux pump, AzlC family protein	FY484_RS18915	CCI-PM-BAC-NEG-GN
FY484_RS10605-MONOMER	flagellar basal body-associated protein FliL	FY484_RS10605	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
FY484_RS03225-MONOMER	Fe<sup>3+</sup> ABC transporter ATP-binding protein	FY484_RS03225	CCI-PM-BAC-NEG-GN
FY484_RS12615-MONOMER	HPr family phosphocarrier protein	FY484_RS12615	CCI-CYTOSOL-GN
FY484_RS05220-MONOMER	YvcK family protein	FY484_RS05220	CCI-CYTOSOL-GN
FY484_RS14600-MONOMER	DUF3820 family protein	FY484_RS14600	
FY484_RS07170-MONOMER	spermidine/norspermidine ABC transporter membrane protein	FY484_RS07170	CCI-PM-BAC-NEG-GN
FY484_RS01005-MONOMER	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	FY484_RS01005	CCI-CYTOSOL-GN
FY484_RS16880-MONOMER	stress response translation initiation inhibitor YciH	FY484_RS16880	
FY484_RS09140-MONOMER	fused HPr-PTS enzyme IIA domain-containing protein	FY484_RS09140	CCI-CYTOSOL-GN
FY484_RS18830-MONOMER	FMN-dependent L-lactate dehydrogenase LldD	FY484_RS18830	CCI-PM-BAC-NEG-GN
FY484_RS10520-MONOMER	beta-ketoacyl-ACP synthase I	FY484_RS10520	
FY484_RS03145-MONOMER	3-methyl-2-oxobutanoate hydroxymethyltransferase	FY484_RS03145	CCI-CYTOSOL-GN
FY484_RS12530-MONOMER	BolA family iron metabolism protein IbaG	FY484_RS12530	
FY484_RS05130-MONOMER	amidophosphoribosyltransferase	FY484_RS05130	CCI-CYTOSOL-GN
FY484_RS14520-MONOMER	putative TAXI-TRAP type transporter membrane protein	FY484_RS14520	
FY484_RS07085-MONOMER	tripartite efflux pump outer membrane channel VceC	FY484_RS07085	CCI-OUTER-MEM-GN
FY484_RS00925-MONOMER	ABC transporter permease	FY484_RS00925	CCI-PM-BAC-NEG-GN
FY484_RS16790-MONOMER	fatty acid cis/trans isomerase	FY484_RS16790	
FY484_RS09055-MONOMER	DUF2787 domain-containing protein	FY484_RS09055	
FY484_RS18745-MONOMER	diguanylate cyclase	FY484_RS18745	CCO-MEMBRANE
FY484_RS10435-MONOMER	succinate dehydrogenase, hydrophobic membrane anchor protein	FY484_RS10435	CCI-PM-BAC-NEG-GN
FY484_RS03055-MONOMER	cytochrome <i>bc</i><sub>1</sub> complex iron-sulfur protein	FY484_RS03055	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS12445-MONOMER	RDD family protein	FY484_RS12445	CCO-MEMBRANE
FY484_RS05050-MONOMER	adenylate kinase	FY484_RS05050	CCI-CYTOSOL-GN
FY484_RS14435-MONOMER	ribose ABC transporter ATP-binding protein	FY484_RS14435	CCI-PM-BAC-NEG-GN
FY484_RS07005-MONOMER	ssDNA deoxyribodipyrimidine photo-lyase Cry2	FY484_RS07005	
FY484_RS00790-MONOMER	TonB-dependent corrinoid receptor	FY484_RS00790	CCI-OUTER-MEM-GN
FY484_RS16710-MONOMER	DedA family protein	FY484_RS16710	
FY484_RS08965-MONOMER	IS3-like element ISVch4 family transposase	FY484_RS08965	
FY484_RS18660-MONOMER	spermidine N1-acetyltransferase	FY484_RS18660	CCI-CYTOSOL-GN
FY484_RS10355-MONOMER	VOC family protein	FY484_RS10355	CCI-CYTOSOL-GN
FY484_RS02975-MONOMER	insulinase family protein	FY484_RS02975	
FY484_RS12325-MONOMER	5-formyltetrahydrofolate cyclo-ligase	FY484_RS12325	
FY484_RS04960-MONOMER	putative sulfate:H<sup>+</sup> symporter CysZ	FY484_RS04960	CCI-PM-BAC-NEG-GN
FY484_RS14345-MONOMER	type VI secretion system baseplate subunit TssE	FY484_RS14345	
FY484_RS06915-MONOMER	putative regulator	FY484_RS06915	
FY484_RS00695-MONOMER	cyclic-guanylate-specific phosphodiesterase CdgJ	FY484_RS00695	
FY484_RS16625-MONOMER	1-phosphofructokinase	FY484_RS16625	CCI-CYTOSOL-GN
FY484_RS08875-MONOMER	DNA-defence module protein D	FY484_RS08875	
FY484_RS18575-MONOMER	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	FY484_RS18575	
FY484_RS10275-MONOMER	cytochome <i>c</i> maturation protein B	FY484_RS10275	CCI-PM-BAC-NEG-GN
FY484_RS02850-MONOMER	DNA mismatch repair protein	FY484_RS02850	CCI-CYTOSOL-GN
FY484_RS12235-MONOMER	ribonuclease III	FY484_RS12235	CCI-CYTOSOL-GN
FY484_RS04875-MONOMER	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	FY484_RS04875	CCI-CYTOSOL-GN
FY484_RS14260-MONOMER	triacylglycerol lipase	FY484_RS14260	
FY484_RS06835-MONOMER	class I SAM-dependent methyltransferase	FY484_RS06835	CCI-CYTOSOL-GN
FY484_RS00605-MONOMER	uroporphyrinogen-III synthase	FY484_RS00605	
FY484_RS16525-MONOMER	acetyltransferase	FY484_RS16525	
FY484_RS08790-MONOMER	intermembrane transport protein PqiB	FY484_RS08790	CCO-MEMBRANE
FY484_RS18495-MONOMER	Ton complex subunit ExbB1	FY484_RS18495	CCI-PM-BAC-NEG-GN
FY484_RS10185-MONOMER	YejL family protein	FY484_RS10185	
FY484_RS02765-MONOMER	GatB/YqeY domain-containing protein	FY484_RS02765	
FY484_RS12155-MONOMER	type II secretion system accessory protein GspB	FY484_RS12155	
FY484_RS04795-MONOMER	exopolysaccharide biosynthesis glycosyltransferase	FY484_RS04795	
FY484_RS14165-MONOMER	phosphate ABC transporter ATP-binding protein	FY484_RS14165	
FY484_RS06750-MONOMER	methylisocitrate lyase	FY484_RS06750	
FY484_RS00510-MONOMER	chorismate lyase	FY484_RS00510	CCI-CYTOSOL-GN
FY484_RS16425-MONOMER	GNAT family N-acetyltransferase	FY484_RS16425	
FY484_RS08700-MONOMER	3-phosphoshikimate 1-carboxyvinyltransferase	FY484_RS08700	CCI-CYTOSOL-GN
FY484_RS18415-MONOMER	metal-dependent phosphohydrolase	FY484_RS18415	CCO-MEMBRANE
FY484_RS10090-MONOMER	ACP S-malonyltransferase	FY484_RS10090	CCI-CYTOSOL-GN
FY484_RS02670-MONOMER	VSP-II; type II secretion system GspH family protein	FY484_RS02670	CCI-PILUS-GN // CCO-MEMBRANE
FY484_RS12075-MONOMER	cell division protein ZapD	FY484_RS12075	CCI-CYTOSOL-GN
FY484_RS04715-MONOMER	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	FY484_RS04715	
FY484_RS14080-MONOMER	purine-nucleoside phosphorylase 2	FY484_RS14080	CCI-CYTOSOL-GN
FY484_RS06665-MONOMER	VirK/YbjX family protein	FY484_RS06665	
FY484_RS00425-MONOMER	universal stress protein UspB	FY484_RS00425	CCI-PM-BAC-NEG-GN
FY484_RS16320-MONOMER	VOC family protein	FY484_RS16320	
FY484_RS08615-MONOMER	chromosome partition protein MukB	FY484_RS08615	CCI-BAC-NUCLEOID-GN // CCI-CYTOSOL-GN
FY484_RS18320-MONOMER	integrase	FY484_RS18320	
FY484_RS10010-MONOMER	ROK family protein	FY484_RS10010	
FY484_RS02580-MONOMER	LysR family transcriptional regulator ArgP	FY484_RS02580	
FY484_RS11980-MONOMER	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	FY484_RS11980	CCI-CYTOSOL-GN
FY484_RS04615-MONOMER	nucleotide 5'-monophosphate nucleosidase PpnN	FY484_RS04615	CCI-CYTOSOL-GN
FY484_RS14000-MONOMER	uncharacterized protein	FY484_RS14000	
FY484_RS06580-MONOMER	putative transporter, hydroxy/aromatic amino acid permease family	FY484_RS06580	CCO-MEMBRANE
FY484_RS00335-MONOMER	phosphomethylpyrimidine synthase ThiC	FY484_RS00335	CCI-CYTOSOL-GN
FY484_RS16190-MONOMER	type II toxin-antitoxin system, RelE3 toxin	FY484_RS16190	
FY484_RS08535-MONOMER	NAD(P)H-binding protein	FY484_RS08535	
FY484_RS18235-MONOMER	hypothetical protein	FY484_RS18235	
FY484_RS09920-MONOMER	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	FY484_RS09920	CCI-CYTOSOL-GN
FY484_RS02495-MONOMER	tyrosine--tRNA ligase	FY484_RS02495	CCI-CYTOSOL-GN
FY484_RS11900-MONOMER	8-oxo-dGTP diphosphatase MutT	FY484_RS11900	
FY484_RS04530-MONOMER	putative transporter	FY484_RS04530	CCO-MEMBRANE
FY484_RS13905-MONOMER	1,4-alpha-glucan branching protein GlgB	FY484_RS13905	CCI-CYTOSOL-GN
FY484_RS06495-MONOMER	chitobiose-speific PTS enzyme IIA component	FY484_RS06495	
FY484_RS00225-MONOMER	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	FY484_RS00225	CCI-CYTOSOL-GN
FY484_RS16085-MONOMER	DUF3709 domain-containing protein	FY484_RS16085	
FY484_RS08440-MONOMER	ABC transporter substrate-binding protein	FY484_RS08440	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
FY484_RS18150-MONOMER	cytidine/deoxycytidylate deaminase family protein	FY484_RS18150	
FY484_RS09840-MONOMER	o-succinylbenzoate synthase	FY484_RS09840	
FY484_RS02395-MONOMER	methyl-accepting chemotaxis protein	FY484_RS02395	CCI-PM-BAC-NEG-GN
FY484_RS11815-MONOMER	glutamate synthase 2 small subunit	FY484_RS11815	CCI-CYTOSOL-GN
FY484_RS04445-MONOMER	putative minor pilin	FY484_RS04445	CCO-MEMBRANE
FY484_RS13815-MONOMER	ATP synthase accessory factor AtpI	FY484_RS13815	CCI-PM-BAC-NEG-GN
FY484_RS06410-MONOMER	DUF1513 domain-containing protein	FY484_RS06410	
FY484_RS00140-MONOMER	threonine ammonia-lyase, biosynthetic	FY484_RS00140	
FY484_RS15970-MONOMER	lipocalin family protein	FY484_RS15970	CCI-CYTOSOL-GN // CCI-OUTER-MEM-GN
FY484_RS08360-MONOMER	ABC transporter substrate-binding protein	FY484_RS08360	
FY484_RS18065-MONOMER	aspartate kinase	FY484_RS18065	CCI-CYTOSOL-GN
FY484_RS02290-MONOMER	malate dehydrogenase	FY484_RS02290	CCI-CYTOSOL-GN
FY484_RS11735-MONOMER	deoxyribonuclease IV	FY484_RS11735	
FY484_RS04345-MONOMER	accessory colonization factor	FY484_RS04345	CCI-PERI-BAC-GN
FY484_RS13735-MONOMER	menaquinone-dependent protoporphyrinogen IX dehydrogenase	FY484_RS13735	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS06320-MONOMER	glycine cleavage system transcriptional repressor	FY484_RS06320	CCI-CYTOSOL-GN
FY484_RS00045-MONOMER	amino acid ABC transporter membrane protein	FY484_RS00045	CCI-PM-BAC-NEG-GN
FY484_RS15845-MONOMER	hypothetical protein	FY484_RS15845	CCO-MEMBRANE
FY484_RS08275-MONOMER	HAD family phosphatase	FY484_RS08275	
FY484_RS17975-MONOMER	LTA synthase family protein	FY484_RS17975	CCI-PM-BAC-NEG-GN
FY484_RS02205-MONOMER	rod shape-determining protein	FY484_RS02205	CCI-CYTOSOL-GN
FY484_RS11655-MONOMER	DNA repair protein RadA	FY484_RS11655	
FY484_RS04265-MONOMER	toxin-coregulated pilus methyl-accepting chemotaxis protein	FY484_RS04265	CCI-PM-BAC-NEG-GN
FY484_RS06240-MONOMER	cytidine deaminase	FY484_RS06240	CCI-CYTOSOL-GN
FY484_RS13600-MONOMER	bifunctional GNAT family N-acetyltransferase/hotdog fold thioesterase	FY484_RS13600	
FY484_RS15735-MONOMER	hypothetical protein	FY484_RS15735	
FY484_RS08190-MONOMER	ABC transporter permease	FY484_RS08190	CCI-PM-BAC-NEG-GN
FY484_RS02125-MONOMER	mannose-sensitive hemagglutinin, biogenesis protein MshI	FY484_RS02125	CCO-MEMBRANE
FY484_RS11575-MONOMER	putative transporter	FY484_RS11575	CCI-PM-BAC-NEG-GN
FY484_RS04165-MONOMER	RNA methyltransferase	FY484_RS04165	
FY484_RS06130-MONOMER	elongation factor P-like protein YeiP	FY484_RS06130	CCI-CYTOSOL-GN
FY484_RS13520-MONOMER	type II secretion system accessory protein GspN	FY484_RS13520	CCI-PM-BAC-NEG-GN
FY484_RS15620-MONOMER	DUF645 family protein	FY484_RS15620	
FY484_RS08100-MONOMER	homoserine O-succinyltransferase	FY484_RS08100	CCI-CYTOSOL-GN
FY484_RS17815-MONOMER	TetR/AcrR family transcriptional regulator	FY484_RS17815	
FY484_RS17800-MONOMER	NUDIX hydrolase	FY484_RS17800	CCI-CYTOSOL-GN
FY484_RS02000-MONOMER	zinc uptake transcriptional repressor Zur	FY484_RS02000	CCI-CYTOSOL-GN
FY484_RS11475-MONOMER	Lipoprotein, putative	FY484_RS11475	
FY484_RS04070-MONOMER	alkyl/aryl-sulfatase	FY484_RS04070	CCI-PERI-BAC-GN
FY484_RS06030-MONOMER	NAD-dependent malic enzyme	FY484_RS06030	CCI-CYTOSOL-GN
FY484_RS13420-MONOMER	response regulator transcription factor	FY484_RS13420	
FY484_RS15505-MONOMER	hypothetical protein	FY484_RS15505	CCO-MEMBRANE
FY484_RS07995-MONOMER	galactose-1-epimerase	FY484_RS07995	CCI-CYTOSOL-GN
FY484_RS01935-MONOMER	bacterioferritin-associated ferredoxin	FY484_RS01935	
FY484_RS17705-MONOMER	putative channel protein, MIP family	FY484_RS17705	
FY484_RS11395-MONOMER	30S ribosomal protein S6--L-glutamate ligase	FY484_RS11395	CCI-CYTOSOL-GN
FY484_RS03985-MONOMER	zinc ribbon domain-containing protein	FY484_RS03985	
FY484_RS05950-MONOMER	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	FY484_RS05950	
FY484_RS13335-MONOMER	bifunctional aspartate kinase/homoserine dehydrogenase II	FY484_RS13335	CCI-CYTOSOL-GN
FY484_RS15395-MONOMER	DUF645 family protein	FY484_RS15395	
FY484_RS07910-MONOMER	N(4)-acetylcytidine aminohydrolase	FY484_RS07910	CCI-CYTOSOL-GN
FY484_RS01855-MONOMER	RNA-binding protein	FY484_RS01855	CCI-CYTOSOL-GN
FY484_RS17615-MONOMER	AAA family ATPase	FY484_RS17615	
FY484_RS19585-MONOMER	DNA repair protein RecN	FY484_RS19585	
FY484_RS11315-MONOMER	phosphatidylglycerophosphatase A	FY484_RS11315	CCI-PM-BAC-NEG-GN
FY484_RS03905-MONOMER	Fe-S cluster assembly scaffold IscU	FY484_RS03905	CCI-CYTOSOL-GN
FY484_RS13250-MONOMER	DUF3135 domain-containing protein	FY484_RS13250	
FY484_RS05885-MONOMER	YdgA family protein	FY484_RS05885	
FY484_RS15295-MONOMER	hypothetical protein	FY484_RS15295	CCO-MEMBRANE
FY484_RS07830-MONOMER	LacI family transcriptional regulator	FY484_RS07830	
FY484_RS01735-MONOMER	NAD(+) diphosphatase	FY484_RS01735	CCI-CYTOSOL-GN
FY484_RS17535-MONOMER	methylglyoxal synthase	FY484_RS17535	CCI-CYTOSOL-GN
FY484_RS09795-MONOMER	copper resistance protein NlpE N-terminal domain-containing protein	FY484_RS09795	
FY484_RS19480-MONOMER	hypothetical protein	FY484_RS19480	
FY484_RS11235-MONOMER	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	FY484_RS11235	CCI-CYTOSOL-GN
FY484_RS03820-MONOMER	polyphosphate kinase 2	FY484_RS03820	
FY484_RS13170-MONOMER	transcriptional regulator AphA	FY484_RS13170	
FY484_RS05805-MONOMER	NADP-dependent isocitrate dehydrogenase	FY484_RS05805	
FY484_RS15180-MONOMER	translation initiation factor IF-3	FY484_RS15180	CCI-CYTOSOL-GN
FY484_RS07750-MONOMER	DUF3080 domain-containing protein	FY484_RS07750	
FY484_RS01605-MONOMER	NAD(P)H-flavin reductase	FY484_RS01605	
FY484_RS17455-MONOMER	Na<sup>+</sup>-independent protein translocation factor, SecF2 protein	FY484_RS17455	
FY484_RS09700-MONOMER	OpgC domain-containing protein	FY484_RS09700	CCO-MEMBRANE
FY484_RS19385-MONOMER	response regulator	FY484_RS19385	CCI-CYTOSOL-GN
FY484_RS11155-MONOMER	acyl-CoA dehydrogenase FadE	FY484_RS11155	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS03715-MONOMER	peptidoglycan editing factor PgeF	FY484_RS03715	
FY484_RS13090-MONOMER	type IV pilus secretin PilQ	FY484_RS13090	CCI-OUTER-MEM-GN
FY484_RS05725-MONOMER	DUF3833 domain-containing protein	FY484_RS05725	
FY484_RS15090-MONOMER	penicillin-binding protein 5a	FY484_RS15090	
FY484_RS07665-MONOMER	ABC transporter membrane protein	FY484_RS07665	CCI-PM-BAC-NEG-GN
FY484_RS01520-MONOMER	50S ribosomal protein L11 methyltransferase	FY484_RS01520	CCI-CYTOSOL-GN
FY484_RS17365-MONOMER	nitrate/nitrite two-component system sensor histidine kinase NarQ	FY484_RS17365	CCI-PM-BAC-NEG-GN
FY484_RS09610-MONOMER	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	FY484_RS09610	CCI-CYTOSOL-GN
FY484_RS19305-MONOMER	cluster III/F7 chemosensory system, methyl-accepting chemotaxis protein	FY484_RS19305	CCO-MEMBRANE
FY484_RS11070-MONOMER	ABC transporter substrate-binding protein	FY484_RS11070	
FY484_RS03635-MONOMER	&beta;-<i>N</i>-acetylhexosaminidase	FY484_RS03635	CCI-CYTOSOL-GN
FY484_RS13010-MONOMER	cAMP-activated global transcriptional regulator CRP	FY484_RS13010	CCI-CYTOSOL-GN
FY484_RS05645-MONOMER	replication-associated recombination protein A	FY484_RS05645	
FY484_RS15005-MONOMER	alpha-amylase family protein	FY484_RS15005	
FY484_RS07585-MONOMER	YajQ family cyclic di-GMP-binding protein	FY484_RS07585	CCI-CYTOSOL-GN
FY484_RS01430-MONOMER	phosphoribosylamine--glycine ligase	FY484_RS01430	
FY484_RS17280-MONOMER	LacI family transcriptional regulator	FY484_RS17280	
FY484_RS09530-MONOMER	alanine dehydrogenase	FY484_RS09530	
FY484_RS19225-MONOMER	hypothetical protein	FY484_RS19225	
FY484_RS10990-MONOMER	flagellar basal-body rod protein FlgF	FY484_RS10990	CCO-CELL-PROJECTION
FY484_RS03555-MONOMER	thymidylate synthase	FY484_RS03555	CCI-CYTOSOL-GN
FY484_RS12925-MONOMER	30S ribosomal protein S10	FY484_RS12925	CCI-RIBOSOME-GN
FY484_RS05560-MONOMER	peptide ABC transporter substrate-binding protein	FY484_RS05560	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
FY484_RS14925-MONOMER	DUF2218 domain-containing protein	FY484_RS14925	
FY484_RS07505-MONOMER	quinone-dependent dihydroorotate dehydrogenase	FY484_RS07505	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS01325-MONOMER	2,4-dihydroxybutanoyl-[WbeK]:GDP-perosamine 2,4-dihydroxybutanoyltransferase	FY484_RS01325	
FY484_RS17200-MONOMER	tripartite efflux pump RND permease	FY484_RS17200	CCI-PM-BAC-NEG-GN
FY484_RS09450-MONOMER	biofilm matrix protein Bap1	FY484_RS09450	
FY484_RS19145-MONOMER	putative transporter	FY484_RS19145	CCI-PM-BAC-NEG-GN
FY484_RS10830-MONOMER	peptide chain release factor N(5)-glutamine methyltransferase	FY484_RS10830	
FY484_RS03475-MONOMER	ribosomal protein S18-alanine N-acetyltransferase	FY484_RS03475	CCI-CYTOSOL-GN
FY484_RS12845-MONOMER	50S ribosomal protein L6	FY484_RS12845	CCI-RIBOSOME-GN
FY484_RS05475-MONOMER	putative extracellular chitinase	FY484_RS05475	CCI-EXTRACELLULAR-GN
FY484_RS14840-MONOMER	putative multidrug efflux pump	FY484_RS14840	CCI-PM-BAC-NEG-GN
FY484_RS07420-MONOMER	helix-turn-helix domain-containing protein	FY484_RS07420	
FY484_RS01240-MONOMER	putative core oligosaccharide heptosyltransferase IV	FY484_RS01240	CCI-CYTOSOL-GN
FY484_RS17110-MONOMER	3-mercaptopyruvate sulfurtransferase	FY484_RS17110	
FY484_RS09370-MONOMER	YfbU family protein	FY484_RS09370	
FY484_RS19060-MONOMER	DUF3297 family protein	FY484_RS19060	
FY484_RS10750-MONOMER	glycine cleavage system transcriptional repressor	FY484_RS10750	CCI-CYTOSOL-GN
FY484_RS03395-MONOMER	ribosome maturation factor RimP	FY484_RS03395	CCI-CYTOSOL-GN
FY484_RS12765-MONOMER	GNAT family N-acetyltransferase	FY484_RS12765	
FY484_RS05390-MONOMER	recombination mediator RecR	FY484_RS05390	
FY484_RS14745-MONOMER	outer membrane beta-barrel protein	FY484_RS14745	
FY484_RS07325-MONOMER	cholera enterotoxin binding subunit CtxB	FY484_RS07325	CCI-EXTRACELLULAR-GN // CCI-PERI-BAC-GN // CCO-MEMBRANE
FY484_RS01160-MONOMER	50S ribosomal protein L28	FY484_RS01160	CCI-RIBOSOME-GN
FY484_RS17030-MONOMER	putative 2-aminoethylphosphonate ABC transporter ATP-binding protein	FY484_RS17030	
FY484_RS09285-MONOMER	ATP-dependent DNA helicase DinG	FY484_RS09285	
