Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
HP_RS06065-MONOMER	HP_RS06065	Aspartate kinase LysC	CCI-CYTOSOL-GN
HP_RS02280-MONOMER	HP_RS02280	ICEHptfs3 protein C14	
HP_RS01900-MONOMER	HP_RS01900	Uncharacterized protein HP0386	
HP_RS03910-MONOMER	HP_RS03910	DUF3943 domain-containing protein	CCO-MEMBRANE
HP_RS05960-MONOMER	HP_RS05960	Haloacid dehalogenase	CCI-CYTOSOL-GN
HP_RS01820-MONOMER	HP_RS01820	Biotin carboxylase AccC	
HP_RS03830-MONOMER	HP_RS03830	protein translocation ATPase SecA	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
HP_RS05855-MONOMER	HP_RS05855	lipopolysaccharide heptosyltransferase II	CCI-CYTOSOL-GN
HP_RS07820-MONOMER	HP_RS07820	lipid A 4'-phosphatase	CCO-MEMBRANE
HP_RS01720-MONOMER	HP_RS01720	flagellar basal-body MS-ring and collar protein	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
HP_RS03740-MONOMER	HP_RS03740	Molybdenum cofactor biosynthesis protein A MoaA	
HP_RS05765-MONOMER	HP_RS05765	Hypothetical protein HP1173	
HP_RS07740-MONOMER	HP_RS07740	D-methionine ABC transporter substrate-binding protein	CCO-MEMBRANE
HP_RS01630-MONOMER	HP_RS01630	Ketol-acid reductoisomerase IlvC	CCI-CYTOSOL-GN
HP_RS03655-MONOMER	HP_RS03655	cell division protein FtsX	CCO-MEMBRANE
HP_RS05685-MONOMER	HP_RS05685	outer membrane protein HopL	
HP_RS07660-MONOMER	HP_RS07660	Sec translocon accessory subunit SecF	CCI-PM-BAC-NEG-GN
HP_RS01545-MONOMER	HP_RS01545	nitrate:nitrite antiporter NarK	CCI-PM-BAC-NEG-GN
HP_RS07715-MONOMER	HP_RS07715	flagellar basal-body rod protein FlgB	CCO-CELL-PROJECTION
HP_RS03570-MONOMER	HP_RS03570	Ribosomal protein S12 methylthiotransferase RimO	CCI-CYTOSOL-GN
HP_RS05590-MONOMER	HP_RS05590	Plasmid replication-partition related protein	
HP_RS07580-MONOMER	HP_RS07580	FAD-dependent thymidylate synthase ThyX	
HP_RS01465-MONOMER	HP_RS01465	50S ribosomal protein L27	CCI-RIBOSOME-GN
HP_RS03480-MONOMER	HP_RS03480	RNA polymerase factor &sigma;<sup>54</sup>	
HP_RS05505-MONOMER	HP_RS05505	Type IIP restriction-modification system M protein M.HpyAVIII	
HP_RS07490-MONOMER	HP_RS07490	Selenocysteine synthase SelA	CCI-CYTOSOL-GN
HP_RS01385-MONOMER	HP_RS01385	queuine tRNA-ribosyltransferase	
HP_RS03395-MONOMER	HP_RS03395	lipid A 3'-<i>O</i>-acyloxyacylase	
HP_RS05425-MONOMER	HP_RS05425	H. pylori LPS &beta;-(1,3)-<i>N</i>-acetylglucosaminyltransferase	
HP_RS07405-MONOMER	HP_RS07405	Transaldolase	CCI-CYTOSOL-GN
HP_RS01305-MONOMER	HP_RS01305	thioredoxin:protein disulfide reductase CcdA	CCO-MEMBRANE
HP_RS03300-MONOMER	HP_RS03300	outer membrane protein HorF	
HP_RS05345-MONOMER	HP_RS05345	Bifunctional riboflavin kinase/FMN adenylyltransferase	
HP_RS07325-MONOMER	HP_RS07325	Hypothetical protein HP1479	CCO-MEMBRANE
HP_RS01210-MONOMER	HP_RS01210	flagellar basal-body P-ring protein FlgI	CCI-PERI-BAC-GN // CCO-CELL-PROJECTION
HP_RS03215-MONOMER	HP_RS03215	Phosphoserine phosphatase SerB	CCI-CYTOSOL-GN
HP_RS05265-MONOMER	HP_RS05265	CDP-diacylglycerol--serine O-phosphatidyltransferase	CCI-PM-BAC-NEG-GN
HP_RS07245-MONOMER	HP_RS07245	Hypothetical protein HP1463	
HP_RS01125-MONOMER	HP_RS01125	outer membrane porin HopA	
HP_RS03130-MONOMER	HP_RS03130	[NiFe]-hydrogenase maturation protein HydE	
HP_RS05180-MONOMER	HP_RS05180	Hypothetical protein HP1054	
HP_RS07165-MONOMER	HP_RS07165	50S ribosomal protein L34	CCI-RIBOSOME-GN
ACP-MONOMER		holo-[acyl-carrier protein]	
HP_RS01040-MONOMER	HP_RS01040	succinyl-diaminopimelate desuccinylase	
HP_RS01135-MONOMER	HP_RS01135	protein dithiol oxidoreductase (disulfide-forming) DsbK	
HP_RS03050-MONOMER	HP_RS03050	glycosyltransferase family 25 protein	
HP_RS05100-MONOMER	HP_RS05100	3-dehydroquinate dehydratase monomer	
HP_RS04130-MONOMER	HP_RS04130	Type I restriction-modification system R protein R.HpyAXIII	
HP_RS07075-MONOMER	HP_RS07075	Ribonuclease J	CCI-CYTOSOL-GN
HP_RS00945-MONOMER	HP_RS00945	Triosephosphate isomerase	CCI-CYTOSOL-GN
HP_RS02695-MONOMER	HP_RS02695	CagA protein	
HP_RS02965-MONOMER	HP_RS02965	flagellar filament structural protein FlaA	CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
HP_RS05020-MONOMER	HP_RS05020	5'-3' exonuclease	
HP_RS06990-MONOMER	HP_RS06990	NADPH-dependent 7-cyano-7-deazaguanine reductase	CCI-CYTOSOL-GN
HP_RS00860-MONOMER	HP_RS00860	Fructose-bisphosphate aldolase	
HP_RS02880-MONOMER	HP_RS02880	Endonuclease III	
HP_RS04910-MONOMER	HP_RS04910	ICEHptfs4 protein C7	
HP_RS06890-MONOMER	HP_RS06890	Putative inorganic polyphosphate/ATP-NAD kinase PpnK	CCI-CYTOSOL-GN
HP_RS00780-MONOMER	HP_RS00780	N-linked glycosylation glycosyltransferase	CCO-MEMBRANE
HP_RS02800-MONOMER	HP_RS02800	Ribosome-binding ATPase YchF	CCI-CYTOSOL-GN
HP_RS00695-MONOMER	HP_RS00695	lactate transporter LctP2	CCI-PM-BAC-NEG-GN
HP_RS04810-MONOMER	HP_RS04810	hypothetical protein	
CPLX2DNV-1052	HP_RS02120 // HP_RS02125 // HP_RS05900 // HP_RS06495 // HP_RS06510 // HP_RS06505 // HP_RS06450 // HP_RS06435 // HP_RS05895 // HP_RS05890 // HP_RS02535 // HP_RS05905 // HP_RS00425 // HP_RS06460 // HP_RS06420 // HP_RS06475 // HP_RS06375 // HP_RS06430 // HP_RS05635 // HP_RS00635 // HP_RS01460 // HP_RS06485 // HP_RS06500 // HP_RS06455 // HP_RS07410 // HP_RS01465 // HP_RS02430 // HP_RS06470 // HP_RS02715 // HP_RS00975 // HP_RS05925 // HP_RS07165 // HP_RS00630 // HP_RS06400	50S ribosomal subunit	
HP_RS06810-MONOMER	HP_RS06810	ATP-dependent protease La	CCI-CYTOSOL-GN
CPLX2DNV-1053	HP_RS02765 // HP_RS00390 // HP_RS06490 // HP_RS06135 // HP_RS06465 // HP_RS05655 // HP_RS05110 // HP_RS06445 // HP_RS06395 // HP_RS05880 // HP_RS06390 // HP_RS06515 // HP_RS00420 // HP_RS06440 // HP_RS05875 // HP_RS06145 // HP_RS06425 // HP_RS06385 // HP_RS06480 // HP_RS07685 // HP_RS01965 // HP_RS05625	30S ribosomal subunit	
HP_RS02290-MONOMER	HP_RS02290	inactive Type I restriction-modofication system M protein	
HP_RS02720-MONOMER	HP_RS02720	Ribosomal RNA small subunit methyltransferase I	CCI-CYTOSOL-GN
HP_RS00290-MONOMER	HP_RS00290	Hypothetical protein HP0057	
HP_RS04725-MONOMER	HP_RS04725	Hypothetical protein HP0966	
HP_RS06725-MONOMER	HP_RS06725	competence protein ComE	CCI-PM-BAC-NEG-GN
HP_RS00615-MONOMER	HP_RS00615	Phosphoenolpyruvate synthase	
HP_RS02630-MONOMER	HP_RS02630	CagQ protein	CCO-MEMBRANE
HP_RS00210-MONOMER	HP_RS00210	ComB8 competence protein	CCO-MEMBRANE
HP_RS04640-MONOMER	HP_RS04640	Hypothetical protein HP0948	CCO-MEMBRANE
HP_RS06630-MONOMER	HP_RS06630	Integral membrane protein	CCI-PM-BAC-NEG-GN
HP_RS00530-MONOMER	HP_RS00530	2',3'-cyclic-nucleotide 2'-phosphodiesterase	CCI-PERI-BAC-GN
HP_RS06055-MONOMER	HP_RS06055	cytochrome <i>c</i><sub>553</sub>	CCI-PERI-BAC-GN
HP_RS02550-MONOMER	HP_RS02550	GTP-binding protein Era	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
HP_RS00125-MONOMER	HP_RS00125	lipid A 1-phosphatase	CCI-PM-BAC-NEG-GN
HP_RS02245-MONOMER	HP_RS02245	integrase-resolvase	
HP_RS04525-MONOMER	HP_RS04525	GTP cyclohydrolase I	CCI-CYTOSOL-GN
HP_RS06550-MONOMER	HP_RS06550	copper efflux pump outer membrane channel	
HP_RS00440-MONOMER	HP_RS00440	Putative lipoprotein	
HP_RS02460-MONOMER	HP_RS02460	putative solute:Na<sup>+</sup> symporter	CCO-MEMBRANE
HP_RS00015-MONOMER	HP_RS00015	2-dehydro-3-deoxyphosphooctonate aldolase	CCI-CYTOSOL-GN
HP_RS04440-MONOMER	HP_RS04440	inactive Type IIP restriction-modification system R protein R.HpyAIX	
HP_RS06470-MONOMER	HP_RS06470	50S ribosomal protein L29	CCI-RIBOSOME-GN
HP_RS00355-MONOMER	HP_RS00355	nickel-carrier protein UreE monomer	CCI-CYTOSOL-GN
HP_RS02370-MONOMER	HP_RS02370	<i>H. pylroi</i> LPS trisaccharide &alpha;-(1,3)-DD-Hep transferase	CCI-CYTOSOL-GN
HP_RS04320-MONOMER	HP_RS04320	Cysteinyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS06375-MONOMER	HP_RS06375	50S ribosomal protein L17	CCI-RIBOSOME-GN
HP_RS02275-MONOMER	HP_RS02275	ICEHptfs3 protein C17	
HP_RS06295-MONOMER	HP_RS06295	Hypothetical protein HP1276	
HP_RS02180-MONOMER	HP_RS02180	ICEHptfs4 protein C17.2	
HP_RS00265-MONOMER	HP_RS00265	Type IIS restriction-modification system R protein R.HpyAVI	
HP_RS04155-MONOMER	HP_RS04155	Putative HrgA like protein	
HP_RS06215-MONOMER	HP_RS06215	ferredoxin-menaquinone dehydrogenase subunit A	CCI-PM-BAC-NEG-GN
HP_RS02070-MONOMER	HP_RS02070	Ferrochelatase	
HP_RS04060-MONOMER	HP_RS04060	spermidine synthase	CCI-CYTOSOL-GN
HP_RS06130-MONOMER	HP_RS06130	blood group antigen binding adhesin BabA/HopS	
HP_RS01965-MONOMER	HP_RS01965	30S ribosomal protein S1	CCI-RIBOSOME-GN
HP_RS03980-MONOMER	HP_RS03980	Hypothetical protein HP0817	
HP_RS06045-MONOMER	HP_RS06045	Camphor resistance protein CrcB	CCI-PM-BAC-NEG-GN
HP_RS01885-MONOMER	HP_RS01885	Hypothetical protein HP0383	CCO-MEMBRANE
HP_RS03895-MONOMER	HP_RS03895	Molybdopterin converting factor subunit 2 MoaE	CCI-CYTOSOL-GN
HP_RS05925-MONOMER	HP_RS05925	50S ribosomal protein L33	CCI-RIBOSOME-GN
HP_RS07910-MONOMER	HP_RS07910	hypothetical protein	
HP_RS01800-MONOMER	HP_RS01800	UDP-4-keto-6-deoxy-N-acetylglucosamine 4-aminotransferase	
HP_RS03805-MONOMER	HP_RS03805	Hypothetical protein HP0781	
HP_RS05835-MONOMER	HP_RS05835	Hypothetical protein HP1187	
HP_RS07805-MONOMER	HP_RS07805	ABC transporter, membrane protein	CCI-PM-BAC-NEG-GN
HP_RS01705-MONOMER	HP_RS01705	Single-stranded-DNA-specific exonuclease RecJ	
HP_RS03725-MONOMER	HP_RS03725	Proteobacterial sortase system OmpA family protein	
HP_RS04135-MONOMER	HP_RS04135	inactive type I restriction enzyme S protein S.HpyAXIIIN	
HP_RS05750-MONOMER	HP_RS05750	L-glutamine ABC transporter, permease protein	CCI-PM-BAC-NEG-GN
HP_RS07725-MONOMER	HP_RS07725	periplasmic Ni<sup>2+</sup>-binding protein NiuB1	
HP_RS01610-MONOMER	HP_RS01610	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	
HP_RS03640-MONOMER	HP_RS03640	Hypothetical protein HP0746	
HP_RS05670-MONOMER	HP_RS05670	flagellar assembly protein FliW	CCI-CYTOSOL-GN
HP_RS07645-MONOMER	HP_RS07645	putative lipopolysaccharide assembly protein LptE	CCO-MEMBRANE
HP_RS01530-MONOMER	HP_RS01530	peptidoglycan-<em>N</em>-acetylglucosamine deacetylase	
HP_RS03550-MONOMER	HP_RS03550	Hypothetical protein HP0729	
HP_RS05575-MONOMER	HP_RS05575	F0F1 ATP synthase subunit delta, AtpH	CCO-MEMBRANE
HP_RS07565-MONOMER	HP_RS07565	Purine nucleoside phosphorylase PunB	
HP_RS01450-MONOMER	HP_RS01450	acylamide amidohydrolase AmiE	
HP_RS03460-MONOMER	HP_RS03460	Acetolactate synthase 3 regulatory subunit	
HP_RS05490-MONOMER	HP_RS05490	&gamma;-glutamyltransferase Ggt precursor	
HP_RS07475-MONOMER	HP_RS07475	Dihydroneopterin aldolase FolB	
HP_RS01370-MONOMER	HP_RS01370	Guanosine pentaphosphate phosphohydrolase GppA	
HP_RS03380-MONOMER	HP_RS03380	succinyl-CoA-transferase subunit A	
HP_RS05410-MONOMER	HP_RS05410	6-phosphogluconolactonase	CCI-CYTOSOL-GN
HP_RS07390-MONOMER	HP_RS07390	NifU-like protein HP1492	CCI-CYTOSOL-GN
HP_RS01285-MONOMER	HP_RS01285	Hypothetical protein HP0261	
HP_RS03280-MONOMER	HP_RS03280	Coproporphyrinogen III oxidase HemN	CCI-CYTOSOL-GN
HP_RS05330-MONOMER	HP_RS05330	Aspartate carbamoyltransferase PyrB	CCI-CYTOSOL-GN
HP_RS07310-MONOMER	HP_RS07310	6-carboxy-2-demethylmenaquinol decarboxylase MqnM	
HP_RS01195-MONOMER	HP_RS01195	neutrophil activating protein NapA (bacterioferritin)	CCI-CYTOSOL-GN
HP_RS03200-MONOMER	HP_RS03200	Aspartate ammonia-lyase AspA	CCI-CYTOSOL-GN
HP_RS05250-MONOMER	HP_RS05250	chemotaxis response regulator CheY1	CCI-CYTOSOL-GN
HP_RS07230-MONOMER	HP_RS07230	DNA polymerase III subunit alpha DnaE	CCI-CYTOSOL-GN
HP_RS01105-MONOMER	HP_RS01105	putative transporter	CCI-PM-BAC-NEG-GN
HP_RS03115-MONOMER	HP_RS03115	Quinone-reactive Ni/Fe hydrogenase HydB	CCI-PM-BAC-NEG-GN
HP_RS05165-MONOMER	HP_RS05165	Universal bacterial protein YeaZ	
HP_RS07150-MONOMER	HP_RS07150	SsrA-binding protein	CCI-CYTOSOL-GN
HP_RS01025-MONOMER	HP_RS01025	Outer membrane protein HofA	
HP_RS03035-MONOMER	HP_RS03035	Aspartyl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS05085-MONOMER	HP_RS05085	flagellar biosynthesis regulator FlhF	CCI-PM-BAC-NEG-GN
HP_RS07060-MONOMER	HP_RS07060	<i>apo</i>-Ni<sup>2+</sup>-binding protein Hpn monomer	
HP_RS00930-MONOMER	HP_RS00930	Fumarate reductase iron-sulfur subunit FrdB	
HP_RS02950-MONOMER	HP_RS02950	8-amino-7-oxononanoate synthase	
HP_RS03355-MONOMER	HP_RS03355	flagellar type III secretion system pore protein FliP	
HP_RS05000-MONOMER	HP_RS05000	arginine transporter	CCO-MEMBRANE
HP_RS06975-MONOMER	HP_RS06975	Hypothetical protein HP1410	
HP_RS00845-MONOMER	HP_RS00845	Flagellar biosynthesis protein FliR	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
HP_RS02865-MONOMER	HP_RS02865	TonB-like protein HP0582	CCI-PM-BAC-NEG-GN
HP_RS04890-MONOMER	HP_RS04890	ICEHptfs3 protein C9	
HP_RS06875-MONOMER	HP_RS06875	Hypothetical protein HP1391	
HP_RS00765-MONOMER	HP_RS00765	hypothetical protein	CCO-MEMBRANE
HP_RS02785-MONOMER	HP_RS02785	Diaminopimelate epimerase DapF	CCI-CYTOSOL-GN
HP_RS04795-MONOMER	HP_RS04795	RIP metalloprotease RseP	CCO-MEMBRANE
HP_RS06795-MONOMER	HP_RS06795	FabZ monomer	CCI-CYTOSOL-GN
HP_RS00680-MONOMER	HP_RS00680	putative NAD-dependent lactate dehydrogenase, iron-sulfur protein	
HP_RS02705-MONOMER	HP_RS02705	Glutamate racemase	
HP_RS00275-MONOMER	HP_RS00275	Type IIS restriction-modification system M protein M.HpyAV	
HP_RS04705-MONOMER	HP_RS04705	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	CCI-CYTOSOL-GN
HP_RS06710-MONOMER	HP_RS06710	Hypothetical protein HP1358	CCO-MEMBRANE
HP_RS00600-MONOMER	HP_RS00600	DUF874 family protein HP0118	
HP_RS02615-MONOMER	HP_RS02615	CagU protein	CCO-MEMBRANE
HP_RS00190-MONOMER	HP_RS00190	Transcriptional regulatory protein	CCI-BAC-NUCLEOID-GN // CCI-CYTOSOL-GN
EG50003-MONOMER		acyl carrier protein	
HP_RS04610-MONOMER	HP_RS04610	TRL family protein	
HP_RS06615-MONOMER	HP_RS06615	energy-transducing Ton complex subunit ExbD	CCI-PM-BAC-NEG-GN
HP_RS00515-MONOMER	HP_RS00515	Putative membrane protein HP0101	
HP_RS02535-MONOMER	HP_RS02535	50S ribosomal protein L9	CCI-RIBOSOME-GN
HP_RS00110-MONOMER	HP_RS00110	Hypothetical protein HP0018	
HP_RS04510-MONOMER	HP_RS04510	recombination protein RecR	
HP_RS06535-MONOMER	HP_RS06535	Hypothetical protein HP1324	
HP_RS00425-MONOMER	HP_RS00425	50S ribosomal protein L13	CCI-RIBOSOME-GN
HP_RS02445-MONOMER	HP_RS02445	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	CCI-CYTOSOL-GN
HP_RS04425-MONOMER	HP_RS04425	flagellar hook-length control protein FliK	
HP_RS06455-MONOMER	HP_RS06455	50S ribosomal protein L24	CCI-RIBOSOME-GN
HP_RS00340-MONOMER	HP_RS00340	urease accessory protein UreD	CCI-CYTOSOL-GN
HP_RS02355-MONOMER	HP_RS02355	glutamyl-tRNA synthetase	CCI-CYTOSOL-GN
MONOMER2DNV-9	HP_RS05490	&gamma;-glutamyltransferase Ggt &alpha; subunit	
MONOMER2DNV-10	HP_RS05490	&gamma;-glutamyltransferase Ggt &beta; subunit	
MONOMER2DNV-17	HP_RS07060	Ni<sup>2+</sup>-bound Hpn monomer	
MONOMER2DNV-20	HP_RS07085	Ni<sup>2+</sup>-bound Hpn2 monomer	
CPLX2DNV-1121	HP_RS06605	nickel-bound nickel response regulator NikR monomer	
CPLX2DNV-986	HP_RS04650 // HP_RS02745		
CPLX2DNV-970	HP_RS00365 // HP_RS00370	urease heterodimer	
CPLX2DNV-1172	HP_RS07375 // HP_RS07370 // HP_RS07365	ABC-type tripartite efflux pump	
CPLX2DNV-1145	HP_RS06615 // HP_RS06610 // HP_RS06620	energy-transducing Ton complex	
CPLX2DNV-1126	HP_RS05890 // HP_RS05895	50S ribosomal protein complex L8	
CPLX2DNV-1107	HP_RS04955 // HP_RS04910 // HP_RS04915 // HP_RS04940 // HP_RS02170 // HP_RS02175 // HP_RS02180 // HP_RS02185 // HP_RS02190 // HP_RS02205 // HP_RS04930	Tfs4 type IV secretion system	
CPLX2DNV-1087	HP_RS04335 // HP_RS04330	Ni<sup>2+</sup> ABC transporter NiuDE	
CPLX2DNV-1047	HP_RS00545	cystathionine &beta;-synthase (<em>O</em>-acetyl-<small>L</small>-serine)	
CPLX-7739	HP_RS04100	UDP-<i>N</i>-acetylglucosamine 4,6-dehydratase (inverting)	
CPLX2DNV-983	HP_RS01820 // HP_RS01825 // HP_RS02745 // HP_RS04650	Acetyl-CoA carboxylase	
CPLX2DNV-967	HP_RS01045 // HP_RS07190	5-carboxymethylaminomethyluridine-tRNA synthase	
CPLX2DNV-1169	HP_RS06565 // HP_RS06570	putative transporter, branched-chain amino acid exporter family	
CPLX2DNV-1142	HP_RS00370 // HP_RS00365	urease trimer of dimers	
CPLX2DNV-1120	HP_RS05490	glutathione &gamma;-glutamate hydrolase	
CPLX2DNV-1104	HP_RS05355 // HP_RS07680	AddAB helicase/exodeoxyribonuclease	
CPLX2DNV-1083	HP_RS01600	flagellar basal-body L-ring	
CPLX2DNV-1044	HP_RS05585 // HP_RS05580 // HP_RS05990 // HP_RS04040	ATPase F<sub>o</sub> complex	
CPLX2DNV-980	HP_RS04480 // HP_RS06105	carbamoyl phosphate synthase	
CPLX2DNV-963	HP_RS02480 // HP_RS03425	DNA gyrase	
CPLX2DNV-1163	HP_RS03445	outer membrane nonselective porin HopE	
CPLX2DNV-1136	HP_RS06935 // HP_RS06925 // HP_RS06930	inactive Type I restriction-modification system	
CPLX2DNV-1117	HP_RS02455	acyl-CoA thioesterase YbgC	
CPLX2DNV-1101	HP_RS03865 // HP_RS00180	ATP-dependent ClpAP protease	
CPLX2DNV-1080	HP_RS01720	flagellar basal-body MS-ring	
CPLX2DNV-1041	HP_RS03110 // HP_RS03115 // HP_RS03120	quinone-reactive Ni/Fe hydrogenase	
CPLX2DNV-977	HP_RS00710 // HP_RS00715 // HP_RS00720 // HP_RS00725	<i>cbb</i><sub>3</sub>-type cytochrome c oxidase	
CPLX2DNV-1183	HP_RS00950	enoyl-[acyl-carrier-protein] reductase (NADH)	
CPLX2DNV-1157	HP_RS02940	TNF&alpha;-inducing protein	
CPLX2DNV-1133	HP_RS00065 // HP_RS00070	chaperonin GroL-GroS complex	
CPLX2DNV-1114	HP_RS06730	replicative DNA helicase DnaB	
CPLX2DNV-1098	HP_RS02610	CagV dimer	
CPLX2DNV-1069	HP_RS03975 // HP_RS03970	flagellar motor stator complex	
CPLX2DNV-1038	HP_RS06050	heme chaperone HemW	
CPLX2DNV-974	HP_RS01790 // HP_RS03335	ribonucleotide-diphosphate reductase	
CPLX2DNV-1177	HP_RS04400 // HP_RS04240	HypA/HypB complex	
CPLX2DNV-1152	HP_RS00230	GDP-mannose 4,6-dehydratase	
CPLX2DNV-1130	HP_RS00065	chaperonin GroL heptamer	
CPLX2DNV-1111	HP_RS04670	oxygen-insensitive NADPH-dependent nitroreductase	
CPLX2DNV-1094	HP_RS00255	Type IIS restriction-modification system M1 protein M1.HpyAVI	
CPLX2DNV-1065	HP_RS04435 // HP_RS04245	flagellar hook	
CPLX-9289	HP_RS00145	citrate synthase	
CPLX2DNV-987	HP_RS02855 // HP_RS02850	Kdo hydrolase	
CPLX2DNV-971	HP_RS02540 // HP_RS02545	ATP-dependent protease HslUV	
CPLX2DNV-1174	HP_RS00685 // HP_RS00680 // HP_RS00675	putative NAD-dependent L-lactate dehydrogenase	
CPLX2DNV-1146	HP_RS06620 // HP_RS06610 // HP_RS06615 // HP_RS07485	FrpB4-TonB nickel transporter	
CPLX2DNV-1127	HP_RS05625 // HP_RS01965 // HP_RS07685 // HP_RS06480 // HP_RS06385 // HP_RS06425 // HP_RS06145 // HP_RS05875 // HP_RS06440 // HP_RS00420 // HP_RS06515 // HP_RS06390 // HP_RS05880 // HP_RS06395 // HP_RS06445 // HP_RS05110 // HP_RS05655 // HP_RS06465 // HP_RS06135 // HP_RS06490 // HP_RS00390 // HP_RS02765 // HP_RS06400 // HP_RS00630 // HP_RS07165 // HP_RS05925 // HP_RS00975 // HP_RS02715 // HP_RS06470 // HP_RS02430 // HP_RS01465 // HP_RS07410 // HP_RS06455 // HP_RS06500 // HP_RS06485 // HP_RS01460 // HP_RS00635 // HP_RS05635 // HP_RS06430 // HP_RS06375 // HP_RS06475 // HP_RS06420 // HP_RS06460 // HP_RS00425 // HP_RS05905 // HP_RS02535 // HP_RS05890 // HP_RS05895 // HP_RS06435 // HP_RS06450 // HP_RS06505 // HP_RS06510 // HP_RS06495 // HP_RS05900 // HP_RS02125 // HP_RS02120	ribosome	
CPLX2DNV-1108	HP_RS07580	FAD-dependent thymidylate synthase	
CPLX2DNV-1089	HP_RS05745 // HP_RS05750 // HP_RS05755 // HP_RS05760	L-glutamine ABC transporter	
CPLX2DNV-1062	HP_RS05060 // HP_RS02875 // HP_RS05065 // HP_RS01725	flagellar motor switch complex	
CPLX-7740	HP_RS01800		
CPLX2DNV-984	HP_RS03245 // HP_RS04050 // HP_RS04770	aspartyl/glutamyl-tRNA amidotransferase	
CPLX2DNV-968	HP_RS01980 // HP_RS01985	Phenylalanyl-tRNA synthetase	
CPLX2DNV-1170	HP_RS02995 // HP_RS02990 // HP_RS02985	tripartite efflux pump HefABC	
CPLX2DNV-1143	HP_RS00365 // HP_RS00370		
CPLX2DNV-1105	HP_RS00220 // HP_RS00215 // HP_RS00210 // G2DNV-43 // HP_RS00200 // HP_RS00100 // HP_RS00095 // HP_RS00090	ComB type IV secretion system	
CPLX2DNV-1084	HP_RS05785	purine nucleoside phosphorylase	
CPLX2DNV-1045	HP_RS02350 // HP_RS02345 // HP_RS02340	molybdate ABC transporter	
CPLX2DNV-981	HP_RS04700 // HP_RS04755	glycyl-tRNA synthetase	
CPLX2DNV-964	HP_RS06280 // HP_RS06275 // HP_RS06270 // HP_RS06265 // HP_RS06260 // HP_RS06255 // HP_RS06250 // HP_RS06245 // HP_RS06240 // HP_RS06235 // HP_RS06230 // HP_RS06225 // HP_RS06220 // HP_RS06215	ferredoxin-menaquinone dehydrogenase	
CPLX2DNV-1164	HP_RS07250 // HP_RS07255 // HP_RS07260	putative ABC transporter complex	
CPLX2DNV-1137	HP_RS02285 // HP_RS02290 // HP_RS02295	inactive Type I restriction-modification system	
CPLX2DNV-1118	HP_RS03590	D-alanine--D-alanine ligase	
CPLX2DNV-1102	HP_RS01300 // HP_RS03865	ATP-dependent ClpBP protease	
CPLX2DNV-1081	HP_RS07845 // HP_RS05370 // HP_RS07710 // HP_RS07715	flagellar basal-body rod complex	
CPLX2DNV-1042	HP_RS07610 // HP_RS07605 // HP_RS07615	cytochrome <i>bc</i><sub>1</sub> complex	
CPLX2DNV-978	HP_RS02905 // HP_RS02910 // HP_RS02915 // HP_RS02900	2-oxoglutarate synthase	
CPLX2DNV-1200	HP_RS04360 // HP_RS04365	HP0894/HP0895 type II toxin/antitoxin system	
CPLX2DNV-1160	HP_RS04270	catalase	
CPLX2DNV-1134	HP_RS03845 // HP_RS04140 // HP_RS04130	Type I restriction-modification system HpyAXIII	
CPLX2DNV-1115	HP_RS01430	diaminopimelate decarboxylase	
CPLX2DNV-1099	HP_RS05045	Fe<sup>2+</sup>-bound DNA-binding transcriptional regulator Fur	
CPLX2DNV-1078	HP_RS01260 // HP_RS07030 // HP_RS01730 // HP_RS03750 // HP_RS05115 // HP_RS00845 // HP_RS07025 // HP_RS03355 // HP_RS02870	flagellar export apparatus	
CPLX2DNV-1039	HP_RS02580 // HP_RS02585 // HP_RS02595 // HP_RS02600 // HP_RS02620 // HP_RS02605 // HP_RS02650 // HP_RS02675 // HP_RS02685 // HP_RS02575 // HP_RS02570 // HP_RS02640	Cag type IV secretion system	
CPLX2DNV-975	HP_RS01275 // HP_RS04800 // HP_RS07340	Exodeoxyribonuclease VII	
CPLX2DNV-1181	HP_RS00360	proton-gated urea channel	
CPLX2DNV-1153	HP_RS00235	GDP-L-fucose synthase	
CPLX2DNV-1131	HP_RS00065	chaperonin GroL	
CPLX2DNV-1112	HP_RS06795	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	
CPLX2DNV-1095	HP_RS03520	L-asparaginase II intimate dimer	
