Modified_enzyme,Core_enzyme,Modifications,Source
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,tl(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,tl(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,tl(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_tl(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,tl(4) AND ca2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,cs(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,cs(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,cs(4) AND cobalt2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,cs(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,cs(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,cs(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_cs(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,cs(4) AND ca2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,LI(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,LI(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,LI(4) AND cobalt2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,LI(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,LI(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,LI(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_LI(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,LI(4) AND ca2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_mg2(1),S-ADENMETSYN-MONOMER,na1(4) AND mg2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_mn2(1),S-ADENMETSYN-MONOMER,na1(4) AND mn2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_cobalt2(1),S-ADENMETSYN-MONOMER,na1(4) AND cobalt2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_zn2(1),S-ADENMETSYN-MONOMER,na1(4) AND zn2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_cd2(1),S-ADENMETSYN-MONOMER,na1(4) AND cd2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_ni2(1),S-ADENMETSYN-MONOMER,na1(4) AND ni2(1),Homology
S-ADENMETSYN-MONOMER_mod_na1(4)_mod_ca2(1),S-ADENMETSYN-MONOMER,na1(4) AND ca2(1),Homology
GLYCEROL-KIN-MONOMER_mod_mg2(1),GLYCEROL-KIN-MONOMER,mg2(1),Homology
GLYCEROL-KIN-MONOMER_mod_mn2(1),GLYCEROL-KIN-MONOMER,mn2(1),Homology
GLYCPDIESTER-PERI-MONOMER_mod_ca2(1),GLYCPDIESTER-PERI-MONOMER,ca2(1),Homology
AGMATIN-MONOMER_mod_mn2(2),AGMATIN-MONOMER,mn2(2),Homology
ORNDECARBOX-BIO-MONOMER_mod_pydx5p(1),ORNDECARBOX-BIO-MONOMER,pydx5p(1),Homology
GSP-MONOMER_mod_mg2(1),GSP-MONOMER,mg2(1),Homology
ARGDECARBOXBIO-MONOMER_mod_mg2(1)_mod_pydx5p(4),ARGDECARBOXBIO-MONOMER,mg2(1) AND pydx5p(4),Homology
TRANSKETOI-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1),TRANSKETOI-MONOMER,thmpp(1) AND mn2(1) AND mg2(1),Homology
TRANSKETOII-MONOMER_mod_thmpp(1),TRANSKETOII-MONOMER,thmpp(1),Homology
UDHA-MONOMER_mod_fad(1),UDHA-MONOMER,fad(1),Homology
PDXK-MONOMER_mod_zn2(1),PDXK-MONOMER,zn2(1),Homology
PDXK-MONOMER_mod_mg2(1),PDXK-MONOMER,mg2(1),Homology
PDXH-MONOMER_mod_fmn(1),PDXH-MONOMER,fmn(1),Homology
CARBODEHYDRAT-MONOMER_mod_zn2(1),CARBODEHYDRAT-MONOMER,zn2(1),Homology
G7530-MONOMER_mod_mg2(1),G7530-MONOMER,mg2(1),Homology
PPPGPPHYDRO-MONOMER_mod_nh4(1)_mod_mg2(1),PPPGPPHYDRO-MONOMER,nh4(1) AND mg2(1),Homology
EG12030-MONOMER_mod_ca2(1),EG12030-MONOMER,ca2(1),Homology
GUANYL-KIN-MONOMER_mod_mg2(1),GUANYL-KIN-MONOMER,mg2(1),Homology
ADENYLOSUCCINATE-SYN-MONOMER_mod_mg2(1),ADENYLOSUCCINATE-SYN-MONOMER,mg2(1),Homology
DGTPTRIPHYDRO-MONOMER_mod_mg2(1),DGTPTRIPHYDRO-MONOMER,mg2(1),Homology
APHA-MONOMER_mod_mg2(1),APHA-MONOMER,mg2(1),Homology
NUCLEOSIDE-DIP-KIN-MONOMER_mod_mg2(1),NUCLEOSIDE-DIP-KIN-MONOMER,mg2(1),Homology
NUCLEOSIDE-DIP-KIN-MONOMER_mod_mn2(1),NUCLEOSIDE-DIP-KIN-MONOMER,mn2(1),Homology
NUCLEOSIDE-DIP-KIN-MONOMER_mod_ca2(1),NUCLEOSIDE-DIP-KIN-MONOMER,ca2(1),Homology
ADENPRIBOSYLTRAN-MONOMER_mod_mg2(1),ADENPRIBOSYLTRAN-MONOMER,mg2(1),Homology
ADENPRIBOSYLTRAN-MONOMER_mod_mn2(1),ADENPRIBOSYLTRAN-MONOMER,mn2(1),Homology
CTPSYN-MONOMER_mod_mg2(1),CTPSYN-MONOMER,mg2(1),Homology
GMP-SYN-MONOMER_mod_mg2(1),GMP-SYN-MONOMER,mg2(1),Homology
DUTP-PYROP-MONOMER_mod_zn2(1),DUTP-PYROP-MONOMER,zn2(1),Homology
GSK-MONOMER_mod_k(1)_mod_mg2(1),GSK-MONOMER,k(1) AND mg2(1),Homology
CYTIDEAM-MONOMER_mod_zn2(1),CYTIDEAM-MONOMER,zn2(1),Homology
THREDEHYDCAT-MONOMER_mod_pydx5p(1),THREDEHYDCAT-MONOMER,pydx5p(1),Homology
THREODEHYD-MONOMER_mod_zn2(1),THREODEHYD-MONOMER,zn2(1),Homology
AKBLIG-MONOMER_mod_pydx5p(1),AKBLIG-MONOMER,pydx5p(1),Homology
O-SUCCHOMOSERLYASE-MONOMER_mod_pydx5p(1),O-SUCCHOMOSERLYASE-MONOMER,pydx5p(1),Homology
NAG6PDEACET-MONOMER_mod_zn2(1),NAG6PDEACET-MONOMER,zn2(1),Homology
LACTALDREDUCT-MONOMER_mod_fe2(1),LACTALDREDUCT-MONOMER,fe2(1),Homology
GLYOCARBOLIG-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),GLYOCARBOLIG-MONOMER,mg2(1) AND thmpp(1) AND fad(1),Homology
ISOCIT-LYASE-MONOMER_mod_mg2(1),ISOCIT-LYASE-MONOMER,mg2(1),Homology
ISOCIT-LYASE-MONOMER_mod_mn2(1),ISOCIT-LYASE-MONOMER,mn2(1),Homology
THYMIDYLATESYN-MONOMER_mod_mg2(1),THYMIDYLATESYN-MONOMER,mg2(1),Homology
METHYLENETHFREDUCT-MONOMER_mod_fad(1),METHYLENETHFREDUCT-MONOMER,fad(1),Homology
GABATRANSAM-MONOMER_mod_pydx5p(1),GABATRANSAM-MONOMER,pydx5p(1),Homology
G7454-MONOMER_mod_pydx5p(1),G7454-MONOMER,pydx5p(1),Homology
ASPARTASE-MONOMER_mod_mg2(1),ASPARTASE-MONOMER,mg2(1),Homology
ASPARTASE-MONOMER_mod_mn2(1),ASPARTASE-MONOMER,mn2(1),Homology
ASPARTASE-MONOMER_mod_cobalt2(1),ASPARTASE-MONOMER,cobalt2(1),Homology
EG12319-MONOMER_mod_zn2(1),EG12319-MONOMER,zn2(1),Homology
H2NTPEPIM-MONOMER_mod_mg2(1),H2NTPEPIM-MONOMER,mg2(1),Homology
H2NTPEPIM-MONOMER_mod_mn2(1),H2NTPEPIM-MONOMER,mn2(1),Homology
H2NTPEPIM-MONOMER_mod_ca2(1),H2NTPEPIM-MONOMER,ca2(1),Homology
DIHYDROPTERIREDUCT-MONOMER_mod_fad(1),DIHYDROPTERIREDUCT-MONOMER,fad(1),Homology
METHYLMALONYL-COA-MUT-MONOMER_mod_adocbl(1),METHYLMALONYL-COA-MUT-MONOMER,adocbl(1),Homology
G6285-MONOMER_mod_mn2(1),G6285-MONOMER,mn2(1),Homology
G6285-MONOMER_mod_2fe2s(1)_mod_mn2(1),G6285-MONOMER,2fe2s(1) AND mn2(1),Homology
G6285-MONOMER_mod_4fe4s(1)_mod_mn2(1),G6285-MONOMER,4fe4s(1) AND mn2(1),Homology
G6281-MONOMER_mod_cobalt2(1)_mod_zn2(1),G6281-MONOMER,cobalt2(1) AND zn2(1),Homology
G6281-MONOMER_mod_mn2(1)_mod_zn2(1),G6281-MONOMER,mn2(1) AND zn2(1),Homology
G6281-MONOMER_mod_ni2(1)_mod_zn2(1),G6281-MONOMER,ni2(1) AND zn2(1),Homology
GLYOXI-MONOMER_mod_ni2(1),GLYOXI-MONOMER,ni2(1),Homology
GLUCONOKINII-MONOMER_mod_mg2(1),GLUCONOKINII-MONOMER,mg2(1),Homology
PKII-MONOMER_mod_mg2(1)_mod_k(1),PKII-MONOMER,mg2(1) AND k(1),Homology
PKII-MONOMER_mod_mn2(1)_mod_k(1),PKII-MONOMER,mn2(1) AND k(1),Homology
ADHE-MONOMER_mod_fe2(1),ADHE-MONOMER,fe2(1),Homology
KETOBUTFORMLY-MONOMER_mod_glycyl(1),KETOBUTFORMLY-MONOMER,glycyl(1),Homology
PKI-MONOMER_mod_mg2(1)_mod_k(1),PKI-MONOMER,mg2(1) AND k(1),Homology
PKI-MONOMER_mod_mn2(1)_mod_k(1),PKI-MONOMER,mn2(1) AND k(1),Homology
PYRUVFORMLY-MONOMER_mod_glycyl(1),PYRUVFORMLY-MONOMER,glycyl(1),Homology
ADHC-MONOMER_mod_zn2(1),ADHC-MONOMER,zn2(1),Homology
THIOESTERI-MONOMER_mod_ca2(1),THIOESTERI-MONOMER,ca2(1),Homology
DHHB-METHYLTRANSFER-MONOMER_mod_zn2(1),DHHB-METHYLTRANSFER-MONOMER,zn2(1),Homology
GLUTATHIONE-REDUCT-NADPH-MONOMER_mod_fad(1),GLUTATHIONE-REDUCT-NADPH-MONOMER,fad(1),Homology
AERGLYC3PDEHYDROG-MONOMER_mod_fad(1),AERGLYC3PDEHYDROG-MONOMER,fad(1),Homology
MENF-MONOMER_mod_mg2(1),MENF-MONOMER,mg2(1),Homology
MEND-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1),MEND-MONOMER,mg2(1) AND mn2(1) AND thmpp(1),Homology
O-SUCCINYLBENZOATE-COA-LIG-MONOMER_mod_mg2(1),O-SUCCINYLBENZOATE-COA-LIG-MONOMER,mg2(1),Homology
EG12332-MONOMER_mod_2fe2s(1),EG12332-MONOMER,2fe2s(1),Homology
EG12332-MONOMER_mod_4fe4s(1),EG12332-MONOMER,4fe4s(1),Homology
NAPHTHOATE-SYN-MONOMER_mod_hco3(1),NAPHTHOATE-SYN-MONOMER,hco3(1),Homology
EG10489-MONOMER_mod_mn2(1),EG10489-MONOMER,mn2(1),Homology
EG10489-MONOMER_mod_mg2(1),EG10489-MONOMER,mg2(1),Homology
ACONITATEDEHYDRB-MONOMER_mod_4fe4s(1),ACONITATEDEHYDRB-MONOMER,4fe4s(1),Homology
FUMB-MONOMER_mod_4fe4s(1),FUMB-MONOMER,4fe4s(1),Homology
PEPCARBOX-MONOMER_mod_mg2(1),PEPCARBOX-MONOMER,mg2(1),Homology
ACONITASE-MONOMER_mod_4fe4s(1),ACONITASE-MONOMER,4fe4s(1),Homology
FUMA-MONOMER_mod_4fe4s(1),FUMA-MONOMER,4fe4s(1),Homology
GLUC1PADENYLTRANS-MONOMER_mod_mg2(1),GLUC1PADENYLTRANS-MONOMER,mg2(1),Homology
GLYCOPHOSPHORYL-MONOMER_mod_pydx5p(1),GLYCOPHOSPHORYL-MONOMER,pydx5p(1),Homology
GDPMANMANHYDRO-MONOMER_mod_mg2(1),GDPMANMANHYDRO-MONOMER,mg2(1),Homology
GDPMANMANHYDRO-MONOMER_mod_mn2(1),GDPMANMANHYDRO-MONOMER,mn2(1),Homology
ACYLCOASYN-MONOMER_mod_mg2(1),ACYLCOASYN-MONOMER,mg2(1),Homology
G7663-MONOMER_mod_mg2(1),G7663-MONOMER,mg2(1),Homology
PANTOTHENATE-KIN-MONOMER_mod_mg2(1),PANTOTHENATE-KIN-MONOMER,mg2(1),Homology
EG10004-MONOMER_mod_fmn(1),EG10004-MONOMER,fmn(1),Homology
EG10004-MONOMER_mod_mg2(1),EG10004-MONOMER,mg2(1),Homology
PANTEPADENYLYLTRAN-MONOMER_mod_mg2(1),PANTEPADENYLYLTRAN-MONOMER,mg2(1),Homology
UPPSYN-MONOMER_mod_mg2(1),UPPSYN-MONOMER,mg2(1),Homology
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER_mod_mg2(1),3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER,mg2(1),Homology
PANTOATE-BETA-ALANINE-LIG-MONOMER_mod_mg2(1)_mod_k(1),PANTOATE-BETA-ALANINE-LIG-MONOMER,mg2(1) AND k(1),Homology
PANTOATE-BETA-ALANINE-LIG-MONOMER_mod_mg2(1)_mod_nh4(1),PANTOATE-BETA-ALANINE-LIG-MONOMER,mg2(1) AND nh4(1),Homology
PANTOATE-BETA-ALANINE-LIG-MONOMER_mod_mn2(1)_mod_k(1),PANTOATE-BETA-ALANINE-LIG-MONOMER,mn2(1) AND k(1),Homology
PANTOATE-BETA-ALANINE-LIG-MONOMER_mod_mn2(1)_mod_nh4(1),PANTOATE-BETA-ALANINE-LIG-MONOMER,mn2(1) AND nh4(1),Homology
H2PTEROATESYNTH-MONOMER_mod_mg2(1),H2PTEROATESYNTH-MONOMER,mg2(1),Homology
GTP-CYCLOHYDRO-I-MONOMER_mod_zn2(1),GTP-CYCLOHYDRO-I-MONOMER,zn2(1),Homology
ADCLY-MONOMER_mod_pydx5p(1),ADCLY-MONOMER,pydx5p(1),Homology
EG10694-MONOMER_mod_zn2(1),EG10694-MONOMER,zn2(1),Homology
GSAAMINOTRANS-MONOMER_mod_pydx5p(1),GSAAMINOTRANS-MONOMER,pydx5p(1),Homology
COPROGENOXI-MONOMER_mod_mn2(1),COPROGENOXI-MONOMER,mn2(1),Homology
PORPHOBILSYNTH-MONOMER_mod_zn2(1),PORPHOBILSYNTH-MONOMER,zn2(1),Homology
BIOTIN-SYN-MONOMER_mod_4fe4s(1)_mod_2fe2s(1),BIOTIN-SYN-MONOMER,4fe4s(1) AND 2fe2s(1),Homology
DETHIOBIOTIN-SYN-MONOMER_mod_mg2(1),DETHIOBIOTIN-SYN-MONOMER,mg2(1),Homology
DAPASYN-MONOMER_mod_pydx5p(1),DAPASYN-MONOMER,pydx5p(1),Homology
GTP-CYCLOHYDRO-II-MONOMER_mod_mg2(1),GTP-CYCLOHYDRO-II-MONOMER,mg2(1),Homology
DIOHBUTANONEPSYN-MONOMER_mod_mg2(1),DIOHBUTANONEPSYN-MONOMER,mg2(1),Homology
G7490-MONOMER_mod_pydx5p(1),G7490-MONOMER,pydx5p(1),Homology
EG11306-MONOMER_mod_4fe4s(2),EG11306-MONOMER,4fe4s(2),Homology
MALDEXPHOSPHORYL-MONOMER_mod_pydx5p(1),MALDEXPHOSPHORYL-MONOMER,pydx5p(1),Homology
EG11620-MONOMER_mod_mg2(1),EG11620-MONOMER,mg2(1),Homology
GLUTATHIONE-SYN-MONOMER_mod_mg2(1),GLUTATHIONE-SYN-MONOMER,mg2(1),Homology
EG10863-MONOMER_mod_mg2(1),EG10863-MONOMER,mg2(1),Homology
EG10857-MONOMER_mod_mg2(2),EG10857-MONOMER,mg2(2),Homology
NAD-SYNTH-MONOMER_mod_mg2(1),NAD-SYNTH-MONOMER,mg2(1),Homology
NAD-SYNTH-MONOMER_mod_mn2(1),NAD-SYNTH-MONOMER,mn2(1),Homology
EG11692-MONOMER_mod_mn2(1),EG11692-MONOMER,mn2(1),Homology
MONOMER0-541_mod_mg2(1),MONOMER0-541,mg2(1),Homology
EG10858-MONOMER_mod_mg2(5),EG10858-MONOMER,mg2(5),Homology
QUINOLINATE-SYNTHA-MONOMER_mod_4fe4s(1),QUINOLINATE-SYNTHA-MONOMER,4fe4s(1),Homology
QUINOPRIBOTRANS-MONOMER_mod_mg2(1),QUINOPRIBOTRANS-MONOMER,mg2(1),Homology
EG10859-MONOMER_mod_zn2(2),EG10859-MONOMER,zn2(2),Homology
G7175-MONOMER_mod_zn2(2),G7175-MONOMER,zn2(2),Homology
EG12633-MONOMER_mod_mg2(1),EG12633-MONOMER,mg2(1),Homology
G7740-MONOMER_mod_mg2(1),G7740-MONOMER,mg2(1),Homology
MONOMER0-4125_mod_amp(1),MONOMER0-4125,amp(1),Homology
MONOMER0-4125_mod_coo(1),MONOMER0-4125,coo(1),Homology
MONOMER0-4125_mod_cosh(1),MONOMER0-4125,cosh(1),Homology
EG11547-MONOMER_mod_mg2(4),EG11547-MONOMER,mg2(4),Homology
EG11396-MONOMER_mod_mn2(1),EG11396-MONOMER,mn2(1),Homology
DXPREDISOM-MONOMER_mod_mn2(1),DXPREDISOM-MONOMER,mn2(1),Homology
DXPREDISOM-MONOMER_mod_cobalt2(1),DXPREDISOM-MONOMER,cobalt2(1),Homology
DXPREDISOM-MONOMER_mod_mg2(1),DXPREDISOM-MONOMER,mg2(1),Homology
EG11294-MONOMER_mod_mg2(1),EG11294-MONOMER,mg2(1),Homology
G7423-MONOMER_mod_mg2(1),G7423-MONOMER,mg2(1),Homology
G7423-MONOMER_mod_mn2(1),G7423-MONOMER,mn2(1),Homology
G7423-MONOMER_mod_cobalt2(1),G7423-MONOMER,cobalt2(1),Homology
EG11816-MONOMER_mod_mn2(1),EG11816-MONOMER,mn2(1),Homology
OPPSYN-MONOMER_mod_mg2(1),OPPSYN-MONOMER,mg2(1),Homology
HOLO-ACP-SYNTH-MONOMER_mod_mg2(1),HOLO-ACP-SYNTH-MONOMER,mg2(1),Homology
HOLO-ACP-SYNTH-MONOMER_mod_mn2(1),HOLO-ACP-SYNTH-MONOMER,mn2(1),Homology
CFA-MONOMER_mod_hco3(1),CFA-MONOMER,hco3(1),Homology
DXS-MONOMER_mod_thmpp(1),DXS-MONOMER,thmpp(1),Homology
CPLX-tRNA-PHE-LIGASE_mod_mg2(1),CPLX-tRNA-PHE-LIGASE,mg2(1),Homology
CPLX_PFL-0_mod_glycyl(1),CPLX_PFL-0,glycyl(1),Homology
